Title;Description;Breitengrad;Längengrad;City;01-Datei;Persiode
Deutschland, Bad Schwalbach, Ortsteilansicht;Blick auf den unteren Teil von Bad Schwalbach, das bis 1927 Langenschwalbach hiess;50.13355;8.04872;Bad Schwalbach;lcmt-nabi-pctmp_ead_wehr_23778-B_pctmp.jpg;circa 1912
Deutschland, Bad Schwalbach, Ortsteilansicht;Blick auf Bad Schwalbach mit der Burg;50.13355;8.04872;Bad Schwalbach;lcmt-nabi-pctmp_ead_wehr_23779-B_pctmp.jpg;circa 1912
Deutschland, Hohenstein, Ortsteilansicht;Blick auf einige Häuser in Hohenstein in Richtung Burg Hohenstein;53.5834201;20.2816198;Hohenstein;lcmt-nabi-pctmp_ead_wehr_23780-B_pctmp.jpg;circa 1912
Deutschland, Hohenstein, Landschaft;Blick von der Burg Hohenstein auf die umliegende Landschaft;53.5834201;20.2816198;Hohenstein;lcmt-nabi-pctmp_ead_wehr_23781-B_pctmp.jpg;circa 1912
Deutschland, Bad Schwalbach, Ortsteilansicht;Blick auf Adolfseck, früher Adolphseck, einem Stadtteil von Bad Schwalbach;50.13355;8.04872;Bad Schwalbach;lcmt-nabi-pctmp_ead_wehr_23782-B_pctmp.jpg;circa 1912
Deutschland, Diez, Ortsteilansicht;Blick auf Diez an der Lahn;50.3694175;8.0174521;Diez;lcmt-nabi-pctmp_ead_wehr_23783-B_pctmp.jpg;circa 1912
Deutschland, Diez, Ortsteilansicht;Blick auf Diez an der Lahn;50.3694175;8.0174521;Diez;lcmt-nabi-pctmp_ead_wehr_23784-B_pctmp.jpg;circa 1912
Deutschland, Balduinstein, Schloss Schaumburg, Teilaussenansicht;Blick hinauf zum Schloss Schaumburg und die umliegende Landschaft;50.3438634;7.9733401;Balduinstein;lcmt-nabi-pctmp_ead_wehr_23785-B_pctmp.jpg;circa 1912
Deutschland, Balduinstein, Ortsteilansicht;Blick auf Balduinstein gegen das Schloss Schaumburg;50.3438634;7.9733401;Balduinstein;lcmt-nabi-pctmp_ead_wehr_23786-B_pctmp.jpg;circa 1912
Deutschland, Neu-Eichenberg, Kloster Arnstein, Teilaussenansicht;Blick zum Kloster Arnstein empor und die umliegende Landschaft;51.3819199;9.9058655;Neu-Eichenberg;lcmt-nabi-pctmp_ead_wehr_23787-B_pctmp.jpg;circa 1912
Deutschland, Nassau, Ortsteilansicht;Blick auf Nassau an der Lahn mit dem Burgberg, auf dem sich die Ruine der Burg Nassau erhebt;25.0782266;-77.3383438;Nassau;lcmt-nabi-pctmp_ead_wehr_23788-B_pctmp.jpg;circa 1912
Deutschland, Bad Ems, Ortsteilansicht;Blick entlang einer Strasse und die daran liegenden Häuser in Bad Ems , die an der Lahn entlang führt;50.3352062;7.7128538;Bad Ems;lcmt-nabi-pctmp_ead_wehr_23789-B_pctmp.jpg;circa 1912
Andermatt, Kirche St. Kolumban, Gesamtaussenansicht;Gesamtansicht der Alten Kirche St. Kolumban in Andermatt.;46.6340499;8.5948148;Andermatt;lcmt-nabi-pctmp_ead_wehr_2379-B_pctmp.jpg;1905
Deutschland, Bad Ems, Ortsteilansicht;Blick vom Malberg auf Bad Ems;50.3352062;7.7128538;Bad Ems;lcmt-nabi-pctmp_ead_wehr_23791-B_pctmp.jpg;circa 1912
Deutschland, Bad Ems, Ortsteilansicht;Blick auf Bad Ems und die Lahn;50.3352062;7.7128538;Bad Ems;lcmt-nabi-pctmp_ead_wehr_23792-B_pctmp.jpg;circa 1912
Deutschland, Bad Ems, Ortsteilansicht;Blick auf Bad Ems mit dem Lahnufer und der oberen Brücke;50.3352062;7.7128538;Bad Ems;lcmt-nabi-pctmp_ead_wehr_23793-B_pctmp.jpg;circa 1912
Deutschland, Heidelberg, Heidelberger Schloss, Teilaussenansicht;Blick auf die Ruinie des Heidelberger Schlosses;49.4093582;8.694724;Heidelberg;lcmt-nabi-pctmp_ead_wehr_23794-B_pctmp.jpg;circa 1912
Deutschland, Mannheim, Festhalle, Gesamtaussenansicht;Ansicht der Festhalle von Mannheim;49.4892913;8.4673098;Mannheim;lcmt-nabi-pctmp_ead_wehr_23795-B_pctmp.jpg;1912
Deutschland, Mannheim, Ortsteilansicht;Blick auf den Rhein in Mannheim, am Ufer sind einige Schiffe angelegt;49.4892913;8.4673098;Mannheim;lcmt-nabi-pctmp_ead_wehr_23796-B_pctmp.jpg;circa 1912
Deutschland, Heidelberg, Ortsgesamtansicht;Ansicht von Heidelberg;49.4093582;8.694724;Heidelberg;lcmt-nabi-pctmp_ead_wehr_23797-B_pctmp.jpg;circa 1912
Deutschland, Bingen am Rhein, Ortsteilansicht;Ansicht von Bingen am Rhein mit der Drususbrücke, die über die Nahe führt;49.9675456;7.8944;Bingen am Rhein;lcmt-nabi-pctmp_ead_wehr_23798-B_pctmp.jpg;circa 1912
Deutschland, Bingen am Rhein, Ortsteilansicht;Ansicht von Bingerbrück, einem Stadtteil von Bingen am Rhein;49.9675456;7.8944;Bingen am Rhein;lcmt-nabi-pctmp_ead_wehr_23799-B_pctmp.jpg;circa 1912
Calmut, Militärbaracke, Gesamtaussenansicht;Ansicht einer Militärbaracke auf dem Calmut, davor eine Gruppe Soldaten. Blick ins Val Curnera;46.659097;8.6842925;Calmut;lcmt-nabi-pctmp_ead_wehr_2380-B_pctmp.jpg;circa 1905
Deutschland, Koblenz, Ortsteilansicht;Blick auf Koblenz;50.3533278;7.5943951;Koblenz;lcmt-nabi-pctmp_ead_wehr_23852-B_pctmp.jpg;circa 1912
Deutschland, Freiburg im Breisgau, Ortsteilansicht;Blick auf Freiburg im Breisgau, zentral im Bild ist das Freiburger Münster zu sehen;47.9960901;7.8494005;Freiburg im Breisgau;lcmt-nabi-pctmp_ead_wehr_23853-B_pctmp.jpg;circa 1912
Deutschland, Freiburg im Breisgau, Ortsteilansicht;Blick auf den südlichen Stadtteil von Freiburg im Breisgau;47.9960901;7.8494005;Freiburg im Breisgau;lcmt-nabi-pctmp_ead_wehr_23854-B_pctmp.jpg;circa 1912
Deutschland, Triberg im Schwarzwald, Ortsteilansicht;Blick auf Triberg im Schwarzwald;48.1298016;8.232271;Triberg im Schwarzwald;lcmt-nabi-pctmp_ead_wehr_23855-B_pctmp.jpg;circa 1912
Deutschland, Koblenz, Kaiser-Wilhelm-Denkmal, Gesamtansicht;Ansicht des Kaiser-Wilhelm-Denkmals am Deutschen Eck;50.3533278;7.5943951;Koblenz;lcmt-nabi-pctmp_ead_wehr_23856-B_pctmp.jpg;circa 1912
Deutschland, Triberg im Schwarzwald, Ortsteilansicht;Blick auf Triberg im Schwarzwald und die umliegende Landschaft über die Bahnlinien der Schwarzwaldbahn hinweg;48.1298016;8.232271;Triberg im Schwarzwald;lcmt-nabi-pctmp_ead_wehr_23857-B_pctmp.jpg;circa 1912
Deutschland, Heidelberg, Ortsgesamtansicht;Ansicht von Heidelberg;49.4093582;8.694724;Heidelberg;lcmt-nabi-pctmp_ead_wehr_23858-B_pctmp.jpg;1912
Deutschland, Heidelberg, Schloss, Teilaussenansicht;Blick auf den Schlosshof des Schlosses Heidelberg;49.4093582;8.694724;Heidelberg;lcmt-nabi-pctmp_ead_wehr_23859-B_pctmp.jpg;1912
Airolo, Lago di Lucendro, Landschaft;Blick auf den Lago di Lucendro und das Val Lucendro;46.5290309;8.6086045;Airolo;lcmt-nabi-pctmp_ead_wehr_2386-B_pctmp.jpg;circa 1905
Deutschland, Mainz, Ortsteilansicht;Blick auf Mainz von der katholische Pfarrkirche Sankt Stephan runter;49.9995205;8.2736253;Mainz;lcmt-nabi-pctmp_ead_wehr_23861-B_pctmp.jpg;circa 1912
Deutschland, Mainz, Ortsteilansicht;Blick auf Mainz von der katholische Pfarrkirche Sankt Stephan runter;49.9995205;8.2736253;Mainz;lcmt-nabi-pctmp_ead_wehr_23862-B_pctmp.jpg;circa 1912
Deutschland, Mainz, Dom, Teilaussenansicht;Blick auf den Mainzer Dom die davor stehenden Häuser;49.9995205;8.2736253;Mainz;lcmt-nabi-pctmp_ead_wehr_23863-B_pctmp.jpg;circa 1912
Deutschland, Mainz, Ortsteilansicht;Blick auf den Gutenbergplatz, dahinter ragen die Kirchtürme der katholische Pfarrkirche Sankt Stephan in den Himmel;49.9995205;8.2736253;Mainz;lcmt-nabi-pctmp_ead_wehr_23864-B_pctmp.jpg;circa 1912
Deutschland, Mainz, Ortsteilansicht;Blick von der Rheinbrücke auf Mainz, im Vordergrund ist der Rhein und einige Dampfschiffe zu sehen;49.9995205;8.2736253;Mainz;lcmt-nabi-pctmp_ead_wehr_23865-B_pctmp.jpg;circa 1912
Deutschland, Mainz, Ortsteilansicht;Blick auf die Rheinbrücke und den Rhein in Mainz;49.9995205;8.2736253;Mainz;lcmt-nabi-pctmp_ead_wehr_23866-B_pctmp.jpg;circa 1912
Deutschland, Mainz, Dom, Teilaussenansicht;Blick auf den Mainzer Dom und die davor stehenden Häuser;49.9995205;8.2736253;Mainz;lcmt-nabi-pctmp_ead_wehr_23867-B_pctmp.jpg;circa 1912
Zürich, Kreis 1, Fraumünster, Teilaussenansicht;Zürich, Aussenansicht des Fraumünster vom Münsterhof aus;47.3744489;8.5410422;Zürich;lcmt-nabi-pctmp_ead_wehr_23868-B_pctmp.jpg;1912
St. Moritz, Landschaft;Eine Gruppe Wintersportler mit Schlitten und Pferden auf einer Strasse bei St. Moritz;46.4978958;9.8392428;St. Moritz;lcmt-nabi-pctmp_ead_wehr_24200-B_pctmp.jpg;1913-03
Deutschland, Konstanz, Konzilsspeicher, Gesamtaussenansicht;Blick auf den Konzilsspeicher in Konstanz;47.659216;9.1750718;Konstanz;lcmt-nabi-pctmp_ead_wehr_24922-B_pctmp.jpg;1913-10
Deutschland, Konstanz, Dominikanerinsel, Teilansicht;Blick auf die Dominikanierinsel, im Vordergrund Schwäne und Enten;47.659216;9.1750718;Konstanz;lcmt-nabi-pctmp_ead_wehr_24925-B_pctmp.jpg;1913-10
Lausanne, Ortsteilansicht;Lausanne, le grand pont;46.5218269;6.6327025;Lausanne;lcmt-nabi-pctmp_ead_wehr_24930-B_pctmp.jpg;1913-10
France, Évian-les-Bains, Ortsteilansicht;Blick auf Évian-les-Bains, im Vordergrund eine Birke und das Ufer des Lac Léman;46.400979;6.5897931;Évian-les-Bains;lcmt-nabi-pctmp_ead_wehr_24946-B_pctmp.jpg;1913-09
Vevey, Ortsteilansicht;Blick auf Vevey vom Genfersee aus;46.4602978;6.8418655;Vevey;lcmt-nabi-pctmp_ead_wehr_24950-B_pctmp.jpg;1913-09
St. Moritz Dorf, Ortsteilansicht;Sicht auf St. Moritz Dorf im Winter;46.4978958;9.8392428;St. Moritz;lcmt-nabi-pctmp_ead_wehr_25000-B_pctmp.jpg;circa 1914
Zürich, Bahnhofplatz, Ortsteilansicht;Zürich, Bahnhofplatz, Blick gegen die Universität;47.3744489;8.5410422;Zürich;lcmt-nabi-pctmp_ead_wehr_26000-B_pctmp.jpg;1914
Davos, Ortsteilansicht;Davos gegen die Schiahörner;46.796198;9.8236892;Davos;lcmt-nabi-pctmp_ead_wehr_26122-B_pctmp.jpg;1914-07
Wassen, Ortsgesamtansicht;Blick von einer Anhöhe auf Wassen;46.7068488;8.5995804;Wassen;lcmt-nabi-pctmp_ead_wehr_26134-B_pctmp.jpg;1914-06
Italia, Lago di Garda, Landschaft;Ansicht des Lago di Garda bei Tremosine;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_26181-B_pctmp.jpg;1914-07
Italia, Lago di Garda, Landschaft;Felsen am Lago di Garda;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_26182-B_pctmp.jpg;1914-07
Italia, Lago di Garda, Landschaft;Felsen am Lago di Garda;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_26183-B_pctmp.jpg;1914-07
Italia, Gargnano, Ortsteilansicht;Ansicht von Gargnano am Lago di Garda;45.688138;10.6635006;Gargnano;lcmt-nabi-pctmp_ead_wehr_26184-B_pctmp.jpg;1914-07
Italia, Gargnano, Ortsteilansicht;Blick vom Lago di Garda auf Gargnano;45.688138;10.6635006;Gargnano;lcmt-nabi-pctmp_ead_wehr_26185-B_pctmp.jpg;1914-07
Italia, Lago di Garda, Landschaft;Ansicht des Lago di Garda bei Limone;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_26186-B_pctmp.jpg;1914-07
Italia, Lago di Garda, Landschaft;Ansicht des Lago di Garda bei Limone;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_26187-B_pctmp.jpg;1914-07
Italia, Limone sul Garda, Ortsteilansicht;Ufer des Lago di Garda in Limone sul Garda;45.8141083;10.7915342;Limone sul Garda;lcmt-nabi-pctmp_ead_wehr_26188-B_pctmp.jpg;1914-07
Italia, Lago di Garda, Landschaft;Ansicht des Lago di Garda bei Limone;45.6624314;10.6861569;Lago di Garda;lcmt-nabi-pctmp_ead_wehr_26189-B_pctmp.jpg;1914-07
Italia, Limone sul Garda, Ortsteilansicht;Blick auf Limone sul Garda vom Lago di Garda aus;45.8141083;10.7915342;Limone sul Garda;lcmt-nabi-pctmp_ead_wehr_26190-B_pctmp.jpg;1914-07
Italia, Maderno, Ortsteilansicht;Ansicht eines Platzes in Maderno;46.0898035;11.1408947;Maderno;lcmt-nabi-pctmp_ead_wehr_26191-B_pctmp.jpg;1914-07
Italia, Maderno, Gaino, Ortsgesamtansicht;Blick auf Gaino von einer Anhöhe aus;46.0898035;11.1408947;Maderno;lcmt-nabi-pctmp_ead_wehr_26192-B_pctmp.jpg;1914-07
Italia, Maderno, Gaino, Ortsteilansicht;Ansicht von Gaino, im Hintergrund der Lago di Garda;46.0898035;11.1408947;Maderno;lcmt-nabi-pctmp_ead_wehr_26193-B_pctmp.jpg;1914-07
Italia, Maderno, Gaino, Ortsteilansicht;Ansicht von Gaino, im Hintergrund der Lago di Garda;46.0898035;11.1408947;Maderno;lcmt-nabi-pctmp_ead_wehr_26194-B_pctmp.jpg;1914-07
Italia, Fasano, Ortsgesamtansicht;Blick auf Fasano vom Lago di Garda aus;40.834432;17.358399;Fasano;lcmt-nabi-pctmp_ead_wehr_26195-B_pctmp.jpg;1914-07
Italia, Toscolano-Maderno, Landschaft;Schlucht bei Toscolano-Maderno;45.6345707;10.609815;Toscolano-Maderno;lcmt-nabi-pctmp_ead_wehr_26196-B_pctmp.jpg;1914-07
Italia, Gardone Riviera, Ortsteilansicht;Blick auf Gardone Riviera vom Lago di Garda aus;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_26197-B_pctmp.jpg;1914-07
Italia, Gardone Riviera, Ortsteilansicht;Blick auf Gardone Riviera vom Lago di Garda aus;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_26198-B_pctmp.jpg;1914-07
Italia, Gardone Riviera, Ortsteilansicht;Blick auf Gardone Riviera, im Hintergrund der Lago di Garda;45.6187853;10.5591005;Gardone Riviera;lcmt-nabi-pctmp_ead_wehr_26199-B_pctmp.jpg;1914-07
Italia, Gardone Riviera, Ortsteilansicht;Blick vom Lago di Garda auf Gardone-Riviera, im Vordergrund ein Segelboot;45.6187853;10.5591005;Gardone-Riviera;lcmt-nabi-pctmp_ead_wehr_26200-B_pctmp.jpg;1914-07
Italia, Gardone Riviera, Ortsteilansicht;Blick auf Gardone-Riviera von einer Anhöhe aus;45.6187853;10.5591005;Gardone-Riviera;lcmt-nabi-pctmp_ead_wehr_26201-B_pctmp.jpg;1914-07
Italia, Gardone Riviera, Morgnaga, Ortsgesamtansicht;Blick auf Morgnaga, im Hintergrund der Lago di Garda;45.6200659;10.5528265;Morgnaga;lcmt-nabi-pctmp_ead_wehr_26202-B_pctmp.jpg;1914-07
Italia, Salò, Ortsteilansicht;Strasse in Salò, links eine Frau mit zwei Kindern;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_26203-B_pctmp.jpg;1914-07
Italia, Salò, Landschaft;Ufer des Lago di Garda bei Salò;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_26204-B_pctmp.jpg;1914-07
Italia, Salò, Campo Santo, Teilaussenansicht;Campo Santo bei Salò;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_26205-B_pctmp.jpg;1914-07
Italia, Luino, Ortsgesamtansicht;Blick auf Luino vom Lago Maggiore aus;45.9989084;8.739907;Luino;lcmt-nabi-pctmp_ead_wehr_26206-B_pctmp.jpg;1914-07
Italia, Verbania, Pallanza, Ortsteilansicht;Piazza Giuseppe Garibaldi in Pallanza;45.9230169;8.5497586;Pallanza;lcmt-nabi-pctmp_ead_wehr_26207-B_pctmp.jpg;1914-07
Italia, Verbania, Pallanza, Landschaft;Boote am Ufer des Lago Maggiore bei Pallanza;45.9230169;8.5497586;Pallanza;lcmt-nabi-pctmp_ead_wehr_26208-B_pctmp.jpg;1914-07
Locarno, Ponte Brolla, Ortsteilansicht;Schlucht bei Ponte Brolla mit Steinbrücke, Blick flussaufwärts, rechts im Bild Pension Belforte;46.1857997;8.7532797;Ponte Brolla;lcmt-nabi-pctmp_ead_wehr_26209-B_pctmp.jpg;1914-07
Italia, Como, Ortsteilansicht;Uferpromende von Como;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_26213-B_pctmp.jpg;1914-07
Italia, Como, Ortsteilansicht;Uferpromende von Como;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_26214-B_pctmp.jpg;1914-07
Italia, Lago di Como, Teilansicht;Blick auf den Lago di Como;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_26215-B_pctmp.jpg;1914-07
Italia, Lago di Como, Teilansicht;Blick auf den Lago di Como;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_26216-B_pctmp.jpg;1914-07
Italia, Cernobbio, Villa d'Este, Teilaussenansicht;Teil der Villa d'Este und des Parks;45.8413945;9.0759048;Cernobbio;lcmt-nabi-pctmp_ead_wehr_26217-B_pctmp.jpg;1914-07
Italia, Cernobbio, Villa d'Este, Teilaussenansicht;Blick auf die Villa d'Este und eines Teils des Parks durch zwei Mauern hindurch;45.8413945;9.0759048;Cernobbio;lcmt-nabi-pctmp_ead_wehr_26218-B_pctmp.jpg;1914-07
Italia, Cernobbio, Villa d'Este, Parco, Landschaft;Teil des Parks der Villa d'Este;45.8413945;9.0759048;Cernobbio;lcmt-nabi-pctmp_ead_wehr_26219-B_pctmp.jpg;1914-07
Italia, Cadenabbia, Ortsteilansicht;Blick vom Lago di Como auf Cadenabbia;45.995284;9.235538;Griante;lcmt-nabi-pctmp_ead_wehr_26220-B_pctmp.jpg;1914-07
Italia, Cadenabbia, Ortsteilansicht;Blick vom Lago di Como auf Cadenabbia;45.995284;9.235538;Griante;lcmt-nabi-pctmp_ead_wehr_26221-B_pctmp.jpg;1914-07
Italia, Cadenabbia, Villa Carlotta, Gesamtaussenansicht;Villa Carlotta in Cadenabbia, im Hintergrund der Monte Crocione;45.995284;9.235538;Griante;lcmt-nabi-pctmp_ead_wehr_26222-B_pctmp.jpg;1914-07
Italia, Cadenabbia, Ortsteilansicht;Blick vom Lago di Como auf Cadenabbia, im Vordergrund ein Boot;45.995284;9.235538;Griante;lcmt-nabi-pctmp_ead_wehr_26223-B_pctmp.jpg;1914-07
Italia, Tremezzo, Ortsteilansicht;Blick vom Lago di Como auf Tremezzo;45.983484;9.218538;Tremezzo;lcmt-nabi-pctmp_ead_wehr_26224-B_pctmp.jpg;1914-07
Italia, Bellagio, Ortsgesamtansicht;Ansicht von Bellagio von einer Anhöhe aus, im Hintergrund der Lago di Como;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26225-B_pctmp.jpg;1914-07
Italia, Bellagio, Ortsgesamtansicht;Ansicht von Bellagio von einer Anhöhe aus, im Hintergrund der Lago di Como;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26226-B_pctmp.jpg;1914-07
Italia, Bellagio, Ortsgesamtansicht;Ansicht von Bellagio von einer Anhöhe aus, im Hintergrund der Lago di Como;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26227-B_pctmp.jpg;1914-07
Italia, Bellagio, Ortsgesamtansicht;Blick vom Lago di Como auf Bellagio;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26228-B_pctmp.jpg;1914-07
Italia, Bellagio, Hotel Bellagio, Gesamtaussenansicht;Ansicht des Hotel Bellagio;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26229-B_pctmp.jpg;1914-07
Italia, Bellagio, Via Serbelloni, Ortsteilansicht;Via Serbelloni in Bellagio;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26230-B_pctmp.jpg;1914-07
Italia, Bellagio, Via Serbelloni, Ortsteilansicht;Via Serbelloni in Bellagio;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26231-B_pctmp.jpg;1914-07
Italia, Bellagio, Hotel Bellagio, Teilaussenansicht;Ansicht des Hotel Bellagio, links eine Mauer;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26232-B_pctmp.jpg;1914-07
Italia, Griante, Chiesa San Martino, Gesamtaussenansicht;Ansicht der Kirche San Martino in Griante, im Hintergrund der Lago di Como sowie Bellagio;45.995284;9.235538;Griante;lcmt-nabi-pctmp_ead_wehr_26233-B_pctmp.jpg;1914-07
Italia, Bellagio, Villa Serbelloni, Teilaussenansicht;Blick von einem Tor zur Villa Serbelloni in Bellagio;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26234-B_pctmp.jpg;1914-07
Italia, Bellagio, Villa Serbelloni, Teilaussenansicht;Blick von einem Tor zur Villa Serbelloni in Bellagio;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26235-B_pctmp.jpg;1914-07
Italia, Bellagio, San Giovanni, Villa Giulia, Gesamtaussenansicht;Villa Giulia im Stadtteil San Giovanni in Bellagio;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_26236-B_pctmp.jpg;1914-07
Italia, Bellagio, San Giovanni, Ortsteilansicht;Strasse in San Giovanni in Bellagio;35.9093052;14.4788042;San Giovanni;lcmt-nabi-pctmp_ead_wehr_26237-B_pctmp.jpg;1914-07
Italia, Bellagio, Loppia, Ortsteilansicht;Weg in Loppia, rechts und links davon Zypressen, im Hintergrund di Chiesa Santa Maria di Loppia;45.9776513;9.2521778;Loppia;lcmt-nabi-pctmp_ead_wehr_26238-B_pctmp.jpg;1914-07
Italia, Bellagio, Loppia, Ortsteilansicht;Weg in Loppia, rechts davon Zypressen und einige Häuser;45.9776513;9.2521778;Loppia;lcmt-nabi-pctmp_ead_wehr_26239-B_pctmp.jpg;1914-07
Italia, Bellagio, Loppia, Ortsteilansicht;Weg in Loppia, rechts und links davon Zypressen, links im Hintergrund die Chiesa Santa Maria di Loppia;45.9776513;9.2521778;Loppia;lcmt-nabi-pctmp_ead_wehr_26240-B_pctmp.jpg;1914-07
Italia, Varenna, Ortsteilansicht;Blick über ein Dach eines Hauses in Varenna auf den Lago di Como;46.0099785;9.2831593;Varenna;lcmt-nabi-pctmp_ead_wehr_26241-B_pctmp.jpg;1914-07
Italia, Varenna, Ortsteilansicht;Marktplatz in Varenna;46.0099785;9.2831593;Varenna;lcmt-nabi-pctmp_ead_wehr_26242-B_pctmp.jpg;1914-07
Italia, Varenna, Ortsgesamtansicht;Blick vom Lago di Como auf Varenna mit dem Castello di Vezio;46.0099785;9.2831593;Varenna;lcmt-nabi-pctmp_ead_wehr_26243-B_pctmp.jpg;1914-07
Italia, Varenna, Castello di Vezio, Teilaussenansicht;Blick auf das Castello di Vezio;46.0099785;9.2831593;Varenna;lcmt-nabi-pctmp_ead_wehr_26244-B_pctmp.jpg;1914-07
Italia, Varenna, Ortsteilansicht;Häuser und Brücke beim Fiumelatte in Varenna;46.0099785;9.2831593;Varenna;lcmt-nabi-pctmp_ead_wehr_26245-B_pctmp.jpg;1914-07
Italia, Perledo, Ortsteilansicht;Ansicht von Perledo, im Vordergrund eine Wiese;46.0128352;9.2963201;Perledo;lcmt-nabi-pctmp_ead_wehr_26246-B_pctmp.jpg;1914-07
Italia, Lago di Como, Landschaft;Garten einer Villa am Lago di Como;45.9917589;9.264881;Lago di Como;lcmt-nabi-pctmp_ead_wehr_26247-B_pctmp.jpg;1914-07
Italia, Lago di Como, Landschaft;Garten einer Villa am Lago di Como;45.9917589;9.264881;Lago di Como;lcmt-nabi-pctmp_ead_wehr_26248-B_pctmp.jpg;1914-07
San Salvatore, Landschaft;Lago di Lugano und Monte San Salvatore;46.0050102;8.9520281;Lugano;lcmt-nabi-pctmp_ead_wehr_26249-B_pctmp.jpg;1914-07
Italia, Valsolda, San Mamete, Ortsteilansicht;Boote Ufer von San Mamete;45.5121798;9.2536963;San Mamete;lcmt-nabi-pctmp_ead_wehr_26264-B_pctmp.jpg;1914-07
Morcote, Kirche Madonna des Sasso, Gesamtaussenansicht;Blick auf Friedhof und Kirche;45.9226781;8.9150466;Morcote;lcmt-nabi-pctmp_ead_wehr_26265-B_pctmp.jpg;1914-07
Soldaten, Gruppenbild und Landschaft [Lokalisierung unsicher];Landsturm-Soldaten vor einem Tunneleingang;;;Schweiz, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_26293-B_pctmp.jpg;1914
Soldaten, Gruppenbild und Landschaft [Lokalisierung unsicher];Landsturm-Soldaten vor einem Unterstand an der Sihl;;;Schweiz, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_26294-B_pctmp.jpg;1914
Luzern, Ortsteilansicht;Blick auf Luzern runter vom Gütsch aus gesehen;47.0505452;8.3054682;Luzern;lcmt-nabi-pctmp_ead_wehr_26295-B_pctmp.jpg;1914-12
Baden, Schloss Schartenfels, Teilaussenansicht;Teilansicht des Schartenfels bei Baden;48.0076713;16.2343693;Baden;lcmt-nabi-pctmp_ead_wehr_2706-B_pctmp.jpg;1906
Au, Halbinsel, Ortsteilansicht;Halbinsel Au am Zürichsee;-24.7761086;134.755;Au;lcmt-nabi-pctmp_ead_wehr_2800-B_pctmp.jpg;1906
Zürich, Kreis 1, Inneres Seebecken, Ortsteilansicht;Zürich, Ansicht des Fraumünsters mit Blick entlang des Utoquais auf die Alpen;47.3744489;8.5410422;Zürich;lcmt-nabi-pctmp_ead_wehr_2902-B_pctmp.jpg;circa 1906
Luzern, Frau in Luzerner Tracht, Teilansicht;Seitenansicht einer stehenden Frau mit Luzerner Tracht;47.0908207;8.1719611;Kanton Luzern;lcmt-nabi-pctmp_ead_wehr_30-B_pctmp.jpg;circa 1905
Bern, Ortsteilansicht;Blick von Nordwesten auf die Kornhausbrücke und die Berner Altstadt. Im Hintergrund das Alpenpanorama;46.9484742;7.4521749;Bern;lcmt-nabi-pctmp_ead_wehr_3001-B_pctmp.jpg;circa 1906
Brienz, Giessbachfälle, Teilansicht;Blick auf die Giessbachfälle und den umliegenden Wald;46.7560001;8.0303006;Brienz;lcmt-nabi-pctmp_ead_wehr_3100-B_pctmp.jpg;circa 1906
Luzern, Ortsteilansicht;Teilansicht von Luzern mit dem Bahnhof vom See aus gesehen gegen den Pilatus;47.0505452;8.3054682;Luzern;lcmt-nabi-pctmp_ead_wehr_31707-B_pctmp.jpg;1923-08
Lenzspitze, Dom, Täschhorn;Gebirge, Ballonaufnahme;;;| depicted place =;lcmt-nabi-pctmp_ead_wehr_32001-A_pctmp.jpg;1893-1924
