Title;Description;Breitengrad;Längengrad;City;01-Datei;Persiode
Neuchâtel, Ortsteilansicht;Blick auf Neuchâtel mit dem Neuenburgersee;46.9895828;6.9292641;Neuchâtel;lcmt-nabi-pctmp_ead_wehr_16917-B_pctmp.jpg;circa 1910
Zug, Zugerberg, Landschaft;Waldstrasse im Nebel am Zugerberg;47.1486137;8.5539378;Zug;lcmt-nabi-pctmp_ead_wehr_16949-B_pctmp.jpg;circa 1910
Rigi Kulm, Panorama;Panorama von Rigi-Kulm, Blick auf die Glarner Alpen;47.0566777;8.4852649;Rigi;lcmt-nabi-pctmp_ead_wehr_1700-B_pctmp.jpg;1906
Bodensee, Teilansicht und Gruppenbild;Eine Gruppe Mädchen am Ufer des Bodensees, Blick über den See;47.6477691;9.3471796;Bodensee;lcmt-nabi-pctmp_ead_wehr_17064-B_pctmp.jpg;1906
Italia, Rapallo, Ortsteilansicht;Blick auf einige Häuser Rapallos vom Ufer aus gesehen;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17102-B_pctmp.jpg;1910
Italia, Rapallo, Ortsteilansicht;Blick auf einige Häuser Rapallos vom Ufer aus gesehen, im Vordergrund mehrere Boote am Ufer;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17103-B_pctmp.jpg;1910
Italia, Rapallo, Castello, Gesamtaussenansicht;Ansicht des Castello di Rapallo mit Blick übers Meer auf Portofino;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17104-B_pctmp.jpg;circa 1910
Italia, Portofino, Ortsteilansicht;Häuserreihe am Ufer von Portofino;44.3036653;9.2093446;Portofino;lcmt-nabi-pctmp_ead_wehr_17105-B_pctmp.jpg;1910
Italia, Portofino, Castello di Paraggi, Gesamtaussenansicht;Castello di Paraggi in Portofino;44.3036653;9.2093446;Portofino;lcmt-nabi-pctmp_ead_wehr_17106-B_pctmp.jpg;1910
Italia, Camogli, Abtei von San Fruttuoso di Capodimonte, Gesamtaussenansicht;Blick auf die Abtei von San Fruttuoso;44.349247;9.158863;Camogli;lcmt-nabi-pctmp_ead_wehr_17107-B_pctmp.jpg;circa 1910
Italia, Portofino, Ortsteilansicht;Häuserreihe am Ufer von Portofino, im Vordergrund ein Segelboot;44.3036653;9.2093446;Portofino;lcmt-nabi-pctmp_ead_wehr_17109-B_pctmp.jpg;1910
Pilatus, Panorama;Panorama vom Pilatus gegen die Berner Alpen;-24.9228204;-50.1414285;Pilatus;lcmt-nabi-pctmp_ead_wehr_1711-B_pctmp.jpg;1906
Italia, Camogli, Ortsteilansicht;Blick auf die Häuser von Camogli, im Vordergrund der Hafen;44.349247;9.158863;Camogli;lcmt-nabi-pctmp_ead_wehr_17111-B_pctmp.jpg;1910
Italia, Camogli, Ortsteilansicht;Blick auf die Häuser von Camogli, im Vordergrund eine Pinie;44.349247;9.158863;Camogli;lcmt-nabi-pctmp_ead_wehr_17112-B_pctmp.jpg;circa 1910
Italia, Genova, Torre Gropallo, Gesamtaussenansicht;Blick auf den Torre Gropallo;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17113-B_pctmp.jpg;circa 1910
Italia, Genova, Torre Gropallo, Gesamtaussenansicht;Blick auf den Torre Gropallo;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17114-B_pctmp.jpg;circa 1910
Italia, Genua, Nervi, Ortsteilansicht;Blick von einer Anhöhe aus auf die Häuser von Nervi;44.3833121;9.0391295;Nervi;lcmt-nabi-pctmp_ead_wehr_17115-B_pctmp.jpg;1910
Italia, Genova, Torre Gropallo, Gesamtaussenansicht;Blick auf den Torre Gropallo;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17116-B_pctmp.jpg;circa 1910
Italia, Genova, Ortsteilansicht;Blick auf den Stadtteil Nervi von Genua mit dem Torre Gropallo;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17117-B_pctmp.jpg;circa 1910
Italia, Genova, Ortsteilansicht;Blick auf einen Teil von Genova von einer Anhöhe aus, im Hintergrund der Hafen und das Mittelmeer;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17118-B_pctmp.jpg;1910
Italia, Genova, Bahnhof Genova Piazza Principe, Teilaussenansicht;Blick auf den Bahnhof Genova Piazza Principe, auf dem Platz davor sind Pferdekutschen zu sehen;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17119-B_pctmp.jpg;circa 1910
Pilatus, Panorama;Panorama vom Pilatus gegen die Berner Alpen, Blick auf den Vierwaldstättersee, rechts das Buochserhorn, im Vordergrund der Bürgenstock;46.9854161;8.4988048;Vierwaldstättersee;lcmt-nabi-pctmp_ead_wehr_1712-B_pctmp.jpg;1906
Italia, Genova, Ortsteilansicht;Zwei Dampschiffe im Hafen von Genova;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17122-B_pctmp.jpg;circa 1910
Italia, Genova, Ortsteilansicht;Ansicht eines Parks in Genova;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17124-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Piazza Caricamento in Genova;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17125-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick auf den Piazza Caricamento in Genova;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17126-B_pctmp.jpg;circa 1910
Italia, Genova, Ortsteilansicht;Stadtteil Carignano von Genova mit der Basilica di Santa Maria Assunta;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17127-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Piazza della Nunziata in Genova;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17128-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick auf das Waschhaus Truogoli di Santa Brigida, zwischen den Häusern sind Wäscheleinen gespannt, an denen Wäsche zum Trocknen aufgehängt ist;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17129-B_pctmp.jpg;circa 1910
Vitznau, Ortsgesamtansicht;Blick auf Vitznau über den Vierwaldstättersee hinweg, im Hintergrund die Rigi;47.0091184;8.4846569;Vitznau;lcmt-nabi-pctmp_ead_wehr_1713-B_pctmp.jpg;1906
Italia, Genova, Camposanto, Monumento di Erasmo Piaggio, Gesamtansicht;Ansicht des Grabsteins von Erasmo Piaggio;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17132-B_pctmp.jpg;1910
Italia, Genova, Camposanto, Monumento Dapassano, Gesamtansicht;Ansicht eines Grabsteins zum Gedenken an zwei Schwestern;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17133-B_pctmp.jpg;circa 1910
Italia, Genova, Castello Raggio, Gesamtaussenansicht;Blick auf das Castello Raggio, das sich im Stadtteil Cornigliano von Genua befindet;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17134-B_pctmp.jpg;circa 1910
Italia, Genova, Ortsteilansicht;Blick auf den Stadtteil Pegli runter;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17135-B_pctmp.jpg;circa 1910
Italia, Genova, Garten der Villa Durazzo Pallavicini, Teilansicht;Blick auf den Tempel der Jagdgöttin Diana, der sich im Garten der Villa Durazzo Pallavicini befindet, die im Stadtteil Pegli von Genua errichtet wurde;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17136-B_pctmp.jpg;circa 1910
Italia, Alassio, Ortsgesamtansicht;Blick auf Alassio von einer Anhöhe aus;44.0080109;8.1730265;Alassio;lcmt-nabi-pctmp_ead_wehr_17137-B_pctmp.jpg;1910
Italia, Imperia, Ortsteilansicht;Blick auf den Ortsteil Porto Maurizio der Stadt Imperia;43.9583753;7.8667427;Imperia;lcmt-nabi-pctmp_ead_wehr_17138-B_pctmp.jpg;circa 1910
Italia, Ospedaletti, Ortsteilansicht;en|View of Ospedaletti c. 1910;43.8020802;7.7181662;Ospedaletti;lcmt-nabi-pctmp_ead_wehr_17139-B_pctmp.jpg;1910
Italia, Bordighera, Ortsteilansicht;Blick auf die Küste von Bordighera gegen Ospedaletti;43.8020802;7.7181662;Ospedaletti;lcmt-nabi-pctmp_ead_wehr_17140-B_pctmp.jpg;circa 1910
Italia, Bordighera, Kirche des Sant'Ampelio, Teilaussenansicht;Blick auf die Küste von Bordighera mit der Kirche des Sant'Ampelio;43.8020802;7.7181662;Ospedaletti;lcmt-nabi-pctmp_ead_wehr_17141-B_pctmp.jpg;circa 1910
Italia, Sanremo, Ortsteilansicht;Blick von einer Anhöhe über Sanremo und auf das Mittelmeer;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17142-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Blick von einer Anhöhe über Sanremo, im Vordergrund Olivenbäume;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17143-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Uferpromenade von Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17144-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Hafenbecken von Sanremo, im Vordergrund Segelschiffe;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17145-B_pctmp.jpg;1910
Italia, Sanremo, Villa Zirio, Teilaussenansicht;Blick auf die Villa Zirio, die von Bäumen und Sträuchern verdeckt wird;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17147-B_pctmp.jpg;circa 1910
Italia, Sanremo, Ortsteilansicht;Via Montà in Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17148-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Via Palma in Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17149-B_pctmp.jpg;1910
Luzern, Seeburg, Gesamtaussenansicht;Blick von einer Anhöhe auf das Hotel Seeburg (früher: Polytechnic Chalet Seeburg) und den Vierwaldstättersee, im Hintergrund das Stanserhorn;47.0505452;8.3054682;Luzern;lcmt-nabi-pctmp_ead_wehr_1714a-B_pctmp.jpg;1906
Italia, Ceriana, Ortsgesamtansicht;Ansicht von Ceriana;43.8807025;7.7745643;Ceriana;lcmt-nabi-pctmp_ead_wehr_17151-B_pctmp.jpg;1910
Italia, Ventimiglia, Fels Scoglio Alto, Gesamtansicht;Ansicht des Felsbrockens Scoglio Alto;43.7917623;7.6033131;Ventimiglia;lcmt-nabi-pctmp_ead_wehr_17152-B_pctmp.jpg;1910-03
Italia, Ventimiglia, Ortsteilansicht;Blick auf einen Teil von Ventimiglia;43.7917623;7.6033131;Ventimiglia;lcmt-nabi-pctmp_ead_wehr_17153-B_pctmp.jpg;1910-03
Italia, Ventimiglia, Ortsgesamtansicht;Blick auf Ventimiglia;43.7917623;7.6033131;Ventimiglia;lcmt-nabi-pctmp_ead_wehr_17154-B_pctmp.jpg;1910-03
Italia, Ventimiglia, Ortsgesamtansicht;Blick von einer Anhöhe auf Ventimiglia;43.7917623;7.6033131;Ventimiglia;lcmt-nabi-pctmp_ead_wehr_17155-B_pctmp.jpg;1910-03
Italia, Ventimiglia, Ortsteilansicht;Blick von einer Anhöhe auf Ventimiglia, im Vordergrund ein Baum;43.7917623;7.6033131;Ventimiglia;lcmt-nabi-pctmp_ead_wehr_17156-B_pctmp.jpg;1910-03
Italia, Bordighera, Ortsteilansicht;Blick auf Bordighera von einer Anhöhe aus, im Vordergrund Pflanzen;43.7850512;7.6591094;Bordighera;lcmt-nabi-pctmp_ead_wehr_17157-B_pctmp.jpg;1910
Italia, Bordighera, Ortsteilansicht;Blick auf Bordighera von der Strandpromenade am Kap aus;43.7850512;7.6591094;Bordighera;lcmt-nabi-pctmp_ead_wehr_17158-B_pctmp.jpg;circa 1910
Italia, Bordighera, Ortsteilansicht;Blick auf Bordighera;43.7850512;7.6591094;Bordighera;lcmt-nabi-pctmp_ead_wehr_17159-B_pctmp.jpg;circa 1910
Bürgenstock, Panorama;Blick vom Bürgenstock aus auf Vitznau und die Rigi;47.0003117;8.3983261;Bürgenstock;lcmt-nabi-pctmp_ead_wehr_1716-B_pctmp.jpg;1906
Italia, Bordighera, Kirche von Sant'Ampelio, Teilaussenansicht;Blick auf die Kirche Sant'Ampelio über das Meer hinweg;43.7850512;7.6591094;Bordighera;lcmt-nabi-pctmp_ead_wehr_17161-B_pctmp.jpg;circa 1910
Italia, Bordighera, Giardini Winter, Teilansicht;Ansicht einiger Palmen, Sukkulenten und Kakteen des Giardini Winter;43.7850512;7.6591094;Bordighera;lcmt-nabi-pctmp_ead_wehr_17162-B_pctmp.jpg;circa 1910
Italia, Bordighera, Landschaft;Ansicht einiger Palmen im Bordighera;43.7850512;7.6591094;Bordighera;lcmt-nabi-pctmp_ead_wehr_17164-B_pctmp.jpg;circa 1910
Italia, Sanremo, Ortsteilansicht;Hafenbecken von Sanremo, im Vordergrund Segelschiffe;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17165-B_pctmp.jpg;1910
Italia, Sanremo, Ortsgesamtansicht;Blick von einer Anhöhe auf Sanremo und das Mittelmeer;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17166-B_pctmp.jpg;1910
Italia, Sanremo, Ortsgesamtansicht;Blick auf Sanremo gegen Capo Nero;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17167-B_pctmp.jpg;circa 1910
Italia, Sanremo, Ortsgesamtansicht;Blick von einer Anhöhe auf Sanremo, im Vordergrund Rebberge;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17168-B_pctmp.jpg;1910
Italia, Sanremo, Ortsgesamtansicht;Blick von einer Anhöhe auf Sanremo, im Vordergrund Bäume;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17169-B_pctmp.jpg;1910
Rigi Staffel, Landschaft;Blick auf Rigi Staffel und Rigi Kulm mit Aussicht auf einen Teil des Vierwaldstättersees im Nebel;47.0566777;8.4852649;Rigi;lcmt-nabi-pctmp_ead_wehr_1717-B_pctmp.jpg;1906
Italia, Sanremo, Ortsteilansicht;Blick von einer Anhöhe über Sanremo, im Vordergrund Palmen;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17171-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Ansicht von Sanremo, im Vordergrund eine Blumenwiese;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17172-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Blick auf Sanremo vone iner Anhöhe aus;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17173-B_pctmp.jpg;circa 1910
Italia, Sanremo, Ortsteilansicht;Uferpromenade von Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17174-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Uferpromenade von Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17175-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Spaziergänger auf der Uferpromenade von Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17176-B_pctmp.jpg;1910
Italia, Sanremo, Giardino dell'Imperatrice, Teilansicht;Teilansicht der Parkanlage Giardino dell'Imperatrice;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17177-B_pctmp.jpg;circa 1910
Italia, Sanremo, Giardino dell'Imperatrice, Teilansicht;Teilansicht der Parkanlage Giardino dell'Imperatrice;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17178-B_pctmp.jpg;circa 1910
Italia, Sanremo, Ortsteilansicht;Uferpromenade von Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17179-B_pctmp.jpg;1910
Luzern, Seeburg, Teilaussenansicht;Blick von einer Anhöhe auf das Hotel Seeburg (früher: Polytechnic Chalet Seeburg) und den Vierwaldstättersee, im Hintergrund das Stanserhorn, im Vordergrund ein blühender Birnbaum;47.0505452;8.3054682;Luzern;lcmt-nabi-pctmp_ead_wehr_1718-B_pctmp.jpg;1906
Italia, Sanremo, Ortsteilansicht;Blick durch eine Gasse auf die Uferpromenade von Sanremo und das Monumento a Giuseppe Garibaldi;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17181-B_pctmp.jpg;1910
Italia, Sanremo, Casinò di Sanremo, Gesamtaussenansicht;Casinò di Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17182-B_pctmp.jpg;1910
Italia, Sanremo, Casinò di Sanremo, Gesamtaussenansicht;Casinò di Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17183-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Marktstände in Sanremo, im Hintergrund der Turm der Concattedrale di San Siro;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17184-B_pctmp.jpg;1910
Italia, Sanremo, Porta di San Giuseppe, Gesamtansicht;Porta di San Giuseppe in Sanremo, im Vordergrund ein Mann mit einem Esel;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17185-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Gasse in der Altstadt von Sanremo, im Vordergrund eine Gruppe von Kindern;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17186-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Treppe bei einem Haus in der Altstadt von Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17187-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Abzweigende Treppe bei einem Haus in der Altstadt von Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17188-B_pctmp.jpg;1910
Italia, Sanremo, Ponte della Rocca, Gesamtansicht;Ponte della Rocca und Häuser der Altstadt von Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17189-B_pctmp.jpg;1910
Brunnen, Ortsteilansicht;Blick auf Brunnen und die dahinterliegenden Mythen;46.9940439;8.6054085;Brunnen;lcmt-nabi-pctmp_ead_wehr_1719-B_pctmp.jpg;1906
Italia, Sanremo, Ortsteilansicht;Altstadt von Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17191-B_pctmp.jpg;1910
Italia, Sanremo, Ortsteilansicht;Blick auf Bussana Vecchia, einer Fraktion der Gemeinde Sanremo, im Vordergrund stehen drei Bäume;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17192-B_pctmp.jpg;circa 1910
Italia, Sanremo, Ortsteilansicht;Blick auf Bussana Vecchia, einer Fraktion der Gemeinde Sanremo, im Vordergrund stehen vier Bäume;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17193-B_pctmp.jpg;circa 1910
Italia, Sanremo, Ortsteilansicht;Blick auf Bussana Vecchia, einer Fraktion der Gemeinde Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17195-B_pctmp.jpg;circa 1910
Italia, Sanremo, Ortsteilansicht;Blick entlang einer engen Gasse in Bussana Vecchia, einer Fraktion der Gemeinde Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17196-B_pctmp.jpg;circa 1910
Italia, Taggia, Ortsteilansicht;Blick auf Taggia, im Vordergrund ist eine Brücke zu sehen;43.8696068;7.8364582;Taggia;lcmt-nabi-pctmp_ead_wehr_17197-B_pctmp.jpg;circa 1910
Italia, Imperia, Ortsteilansicht;Blick auf Porto Maurizio, einem Ortsteil von Imperia;43.9583753;7.8667427;Imperia;lcmt-nabi-pctmp_ead_wehr_17198-B_pctmp.jpg;circa 1910
Italia, Imperia, Ortsteilansicht;Blick auf Porto Maurizio, einem Ortsteil von Imperia;43.9583753;7.8667427;Imperia;lcmt-nabi-pctmp_ead_wehr_17199-B_pctmp.jpg;circa 1910
Brunnen, Ortsteilansicht;"Blick auf Brunnen Richtung Frohnalpstock und Bristen ; Vierwaldstättersee in der Mitte des Bildes";46.9940439;8.6054085;Brunnen;lcmt-nabi-pctmp_ead_wehr_1720-B_pctmp.jpg;1906
Italia, Genova, Ortsteilansicht;Blick vom Stadtteil Righi auf Genova runter;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17201-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick auf einen Teil von Genova und den Hafen in Richtung Leuchtturm von einer Anhöhe aus, im Vordergrund eine Wiese;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17202-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick auf einen Teil von Genova und den Hafen;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17203-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick von einer Anhöhe auf den Hafen von Genova runter;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17204-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick auf einen Teil von Genova und den Hafen;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17205-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick auf einen Teil von Genova;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17206-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick auf den Hafen, Zuggleise und einen Teil von Genova;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17207-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Genua. Blick auf ein Pier mit Schiffen bei Sonnenuntergang;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17208-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Genua. Blick auf ein Pier mit Schiffen bei Sonnenuntergang;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17209-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Genua. Blick auf ein Pier mit Schiffen;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17210-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Genua. Ansicht eines Schiffs im Hafen;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17211-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Genua. Ansicht von Schiffen im Hafen Genuas;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17212-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Genua. Dampf- und Segelschiffe im Hafen;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17213-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Segelschiffe im Hafenbecken von Genova;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17214-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Genua. Ansicht eines Dampfschiffs im Hafen Genuas;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17215-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick entlang der belebten Strasse Vittorio Emanuele, die sich im Stadtteil Nervi von Genua befindet;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17216-B_pctmp.jpg;1910
Italia, Genova, Camposanto, Gesamtaussenansicht;Ansicht eines Teils des Camposanto in Genova;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17217-B_pctmp.jpg;1910
Italia, Genova, Camposanto, Monumento Canepa, Teilansicht;Ansicht der Statue auf dem Grabstein von Luigi Canepa;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17218-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick entlang der Strasse Vittorio Emanuele in Nervi, einem Stadtteil von Genua;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17219-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick auf einen Teil der Strandpromenade in Nervi, einem Stadtteil von Genua;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17220-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick auf einen Teil der Strandpromenade in Nervi, einem Stadtteil von Genua;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17221-B_pctmp.jpg;1910
Italia, Genova, Ortsteilansicht;Blick entlang der Strandpromenade in Nervi, einem Stadtteil von Genua, mit dem Torre Gropallo;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17222-B_pctmp.jpg;1910
Italia, Genova, Torre Gropallo, Teilaussenansicht;Blick auf den Torre Gropallo in Nervi, einem Stadtteil von Genua;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17223-B_pctmp.jpg;1910
Italia, Rapallo, Ortsteilansicht;Blick über die Dächer von Rapallo von einer Anhöhe aus, in der Ferne Punta Portofino;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17224-B_pctmp.jpg;1910
Italia, Rapallo, Ortsteilansicht;Blick über die Dächer von Rapallo von einer Anhöhe aus, in der Ferne Punta Portofino;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17225-B_pctmp.jpg;1910
Italia, Rapallo, Ortsteilansicht;Blick über die Dächer von Rapallo von einer Anhöhe aus, in der Ferne Punta Portofino;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17226-B_pctmp.jpg;1910
Italia, Rapallo, Ortsteilansicht;Blick auf Rapallo, im Vordergrund Sträucher und Bäume;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17227-B_pctmp.jpg;1910
Italia, Rapallo, Ortsteilansicht;Blick auf Rapallo von der Strada Provinciale aus;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17228-B_pctmp.jpg;1910
Italia, Rapallo, Ortsgesamtansicht;Blick auf Rapallo von der Strada Provinciale aus;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17229-B_pctmp.jpg;1910
Italia, Rapallo, Ponte di Annibale, Gesamtansicht;Ponte di Annibale in Rapallo;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17230-B_pctmp.jpg;1910
Italia, Rapallo, Ortsteilansicht;Blick entlang der Strasse, die zum Hotel Kursaal Rapallo führt, das heute unter dem Namen Excelsior Palace Hotel bekannt ist;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17231-B_pctmp.jpg;1910
Italia, Rapallo, Villa Lagomaggiore, Teilaussenansicht;Villa Lagomaggiore in Rapallo;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17232-B_pctmp.jpg;1910
Italia, Santa Margherita Ligure, Cervara Abbazia di San Girolamo, Teilaussenansicht;Blick auf die Abtei von Cervara;44.3339761;9.2111267;Santa Margherita Ligure;lcmt-nabi-pctmp_ead_wehr_17233-B_pctmp.jpg;1910
