City;Breitengrad;Längengrad;Name;Beschreibung;firstBreitengrad;firstLängengrad;Exakte Koordinaten;Adresse;Datei;Periode;Quelle;Urheber:in;Referenz;;;
;;;Schweiz, Ortsteilansicht [Lokalisierung unsicher];"Schweiz. Landschaft. Strasse entlang dem eisernen Zaun eines privaten Parks zu Villa. lnnerhalb des Zauns ein Pförntner- und Gärtnerhaus in englischer Neugotik; auf der Strasse ein Automobil von ca. 1915";;;Nein;;lcmt-nabi-pctmp_ead_zing_13451_pctmp.jpg;circa 1916;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163052545;;;
Bignasco;46.33845;8.60816;Bignasco, Ortsteilansicht;Bignasco TI. Bauerntum. Teilansicht eines Speicher- und Stallgebäudes: Erdgeschoss mit offenem Unterstand, in welchem zwei alte Männer sich einer handwerklichen Arbeit widmen;46.3397342;8.6085558;Nein;Bignasco;lcmt-nabi-pctmp_ead_zing_13567_pctmp.jpg;1932;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163072813;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Botanisches;;;Nein;;lcmt-nabi-pctmp_ead_zing_13569_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163072972;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Botanisches;;;Nein;;lcmt-nabi-pctmp_ead_zing_13570_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163073117;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Botanisches;;;Nein;;lcmt-nabi-pctmp_ead_zing_13571_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163073228;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Botanisches;;;Nein;;lcmt-nabi-pctmp_ead_zing_13572_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163073346;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz (im Küsnachter Tobel ?/b. Katzensee?). Landschaft, Vegetation. Stilles Grabengewässer inmitten üppiger, sommerlicher Rasen-, Baum- und Buschvegetation. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_13573_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163073469;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz (im Küsnachter Tobel ?/b. Katzensee?). Landschaft, Vegetation. Stilles Grabengewässer inmitten üppiger, sommerlicher Rasen-, Baum- und Buschvegetation (zu Bild Nr. 13573). Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_13574_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163073663;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];"Schweiz. Landschaft, Vegetation. Blick durch eine Geländepartie von grabenartiger Formation, in waldiger Umgebung: links eine Felswand, an und auf welcher Nadel- und Laubbäume stehen, rechts ein Steilhang mit Buschwerk überwachsen; hinten zwei Bergzacken";;;Nein;;lcmt-nabi-pctmp_ead_zing_13575_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163073749;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Landschaft, Vegetation;;;Nein;;lcmt-nabi-pctmp_ead_zing_13576_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163073821;;;
Mergoscia;46.21061;8.84777;Porträt, Männliche Person und weibliche Person, Mergoscia;Mergoscia TI. Mensch, Arbeit. Älteres kleinbäuerliches Ehepaar mit Tragbürden am Wegrand ruhend, auf dem Heimwege;46.2106544;8.8471958;Nein;Mergoscia;lcmt-nabi-pctmp_ead_zing_13577_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163073892;;;
Orselina;46.18013;8.79979;Orselina, Ortsteilansicht;Orselina TI. Dorfbild. Weg unter einer Pergola, Garten, Häuser, Vorfrühlingsstimmung.;46.1778147;8.7956508;Nein;Orselina;lcmt-nabi-pctmp_ead_zing_13579_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163074122;;;
Orselina;46.18013;8.79979;Orselina, Landschaft;Orselina TI. Landschaftsmotiv mit Felswand, Gemäuer, Wasserstrahl, Wäscherinnen an Wassertümpel in der Nähe von Madonna del Sasso;46.1778147;8.7956508;Nein;Orselina;lcmt-nabi-pctmp_ead_zing_13581_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163074585;;;
Losone;46.16866;8.75928;Losone, Landschaft;"Losone TI. Landschaftsmotiv mit Bach und alter Mauerbrücke in dünnem Laubgehölz; Vorfrühlingsstimmung; Blick bachaufwärts gegen die Dorfkirche.";46.1679841;8.7633619;Nein;Losone;lcmt-nabi-pctmp_ead_zing_13583_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163074970;;;
Locarno;46.1692181;8.7949702;Locarno, Ortsteilansicht;Locarno TI. Stadtbild. Marktszene auf der Piazza Grande.;46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13585_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163075293;;;
Locarno;46.17086;8.79953;Locarno, Ortsteilansicht;Locarno TI. Stadtbild. Marktleben auf der Piazza del Mercato.;46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13587_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163075633;;;
Brissago;46.13228;8.73545;Isole di Brissago, Landschaft;"Brissago TI. Landschaftsmotiv (auf der Brissago lnsel) mit Parkanlagen am Seeufer. Subtropische und andere Baumvegetation; Blick über einen Spazierweg nach dem See in südwestlicher Richtung";45.9485671;8.7472331;Nein;Brissago;lcmt-nabi-pctmp_ead_zing_13589_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163075941;;;
Brissago;46.13228;8.73545;Brissago, Landschaft;Brissago TI. Landschaft, Vegetation. Motiv mit subtropischen Pflanzen auf der Brissago lnsel. Blick in westlicher Richtung gegen Brissago Dorf. Aufnahme um 1900?.;45.9485671;8.7472331;Nein;Brissago;lcmt-nabi-pctmp_ead_zing_13591_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163076308;;;
Locarno;46.17086;8.79953;Locarno, Ortsteilansicht;"Locarno TI. Marktleben. Szene auf dem Schweinemarkt; Bauernvolk mit Ferkelkörben.";46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13593_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163076664;;;
Locarno;46.17086;8.79953;Locarno, Ortsteilansicht;"Locarno TI. Marktleben. Szene auf dem Schweinemarkt; Bauern und Schweinehändler um Ferkelkörbe herumstehend.";46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13595_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163076849;;;
Locarno;46.17086;8.79953;Locarno, Ortsteilansicht;Locarno TI. Stadtbild. Marktleben auf der Piazza del Mercato.;46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13597_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163077052;;;
Locarno;46.17086;8.79953;Locarno, Ortsteilansicht;Locarno TI. Stadtbild. Marktleben auf dem Marktplatz.;46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13599_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163077213;;;
Locarno;46.17086;8.79953;Locarno, Ortsteilansicht;Locarno TI. Stadtbild. Marktleben auf der piazza del Mercato.;46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13601_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163077412;;;
Locarno;46.17086;8.79953;Locarno, Teilinnenansicht einer Schmiede;"Locarno TI. Handwerk. Schmiedewerkstatt; Teil-lnnenansicht; Blick in den Teil mit dem mechanischen Hammer";46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13603_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163077636;;;
Locarno;46.17086;8.79953;Locarno, Ortsteilansicht;Locarno TI. Marktwesen. Szene mit Schweinen am Rande des Schweinemarktes am Ansatz des Maggiadeltas.;46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13605_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163077814;;;
Ascona;46.15451;8.77327;Porträt, Männliche Person, Ascona;Ascona TI. Mensch, Arbeit. Der Totengräber von Ascona an der Stätte seines Wirkens, bei einer kurzen Arbeitspause, auf einem Mauerabsatz sitzend;46.1554222;8.7707865;Nein;Ascona;lcmt-nabi-pctmp_ead_zing_13607_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163077984;;;
Locarno;46.17086;8.79953;Locarno, Tiere;Locarno TI. Tierleben. Ein braver Esel, der Transportaufgaben zu lösen hat.;46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13609_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163078129;;;
Vira (Gambarogno);46.38214;9.02327;Vira, Mulino, Teilansicht;"Vira (Gambarogno) TI. Landschaft, Dorfbild. Alte Mühle; zweiteiliges, altes gemauertes Bauwerk, an Steilhang stufenweise angelegt. Aufnahme 1890-1936.";46.1438542;8.8418863;Nein;Vira (Gambarogno);lcmt-nabi-pctmp_ead_zing_13613_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163078251;;;
Brione sopra Minusio;46.18417;8.81421;Porträt, Weibliche Person und Kind, Brione sopra Minusio;Brione sopra Minusio TI. Mensch, Arbeit, Behausung. Grossmutter, Mutter und Kind vor dem Hause auf der gemauerten Freitreppe ihres alten Bauernhauses;46.1832076;8.8132035;Nein;Brione sopra Minusio;lcmt-nabi-pctmp_ead_zing_13617_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163078412;;;
Brione sopra Minusio;46.18417;8.81421;Porträt, Weibliche Person und Kind, Brione sopra Minusio;Brione sopra Minusio TI. Strassen-, Dorfbild. Junge Bäuerin mit drei Kindern unterwegs auf der Hauptstrasse;46.1832076;8.8132035;Nein;Brione sopra Minusio;lcmt-nabi-pctmp_ead_zing_13619_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163078472;;;
Locarno;46.17086;8.79953;Locarno, Landschaft;Locarno TI. Landschaft mit stehendem Gewässer und kahlen Laubbäumen im Maggiadelta.;46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_13621_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163078539;;;
Magadino;46.14892;8.8561;Magadino, Landschaft;"Magadino TI. Landschaft mit stehendem Gewässer in kahlem Laubgehölz; im Tessindelta.";46.1474272;8.8559472;Nein;Magadino;lcmt-nabi-pctmp_ead_zing_13623_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163078615;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Militär. Manöver: Schützenlinie einer Gefechtsübung an einer Halde;;;Nein;;lcmt-nabi-pctmp_ead_zing_13625_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163078671;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Militär. Eine Gruppe Guiden in Gefechtsstellung am Maschinengewehr;;;Nein;;lcmt-nabi-pctmp_ead_zing_13626_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163078734;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];"Schweiz. Militär. Manöver. Drei hohe Herren in Zivil, hoch zu Ross auf einem Wiesengelände; verfolgen den Verlauf einer Gefechtsübung (Bundesräte?)";;;Nein;;lcmt-nabi-pctmp_ead_zing_13627_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163078795;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Militär. Manöver. Wiesengelände, auf dem sich einige Geschütze (Kanonen, Haubitzen?) mit Pferdegespann und Soldaten bewegen;;;Nein;;lcmt-nabi-pctmp_ead_zing_13628_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163078869;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Militär. Manöver. Ein Geschütz in Stellung, Gruppe von Soldaten auf einem Wiesengelände;;;Nein;;lcmt-nabi-pctmp_ead_zing_13629_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163162456;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Militär. Manöver. Einige Reitpferde und Guiden am Rande eines Laubgehölzes, ausser Gefecht;;;Nein;;lcmt-nabi-pctmp_ead_zing_13630_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163162437;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Militär. Manöver. Artillerie-Fahrzeug und -pferde unterwegs auf einem Wiesengelände;;;Nein;;lcmt-nabi-pctmp_ead_zing_13631_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163162416;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Militär. Manöver. Die Pferde einer Guiden-Abteilung am Rande eines Laubgehölzes auf Wiesengelände (Marschhalt?);;;Nein;;lcmt-nabi-pctmp_ead_zing_13632_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163162400;;;
;;;Schweiz, Ortsteilansicht [Lokalisierung unsicher];Schweiz. Militär. Manöver. Eine Kompanie Soldaten auf einem Bauernhof;;;Nein;;lcmt-nabi-pctmp_ead_zing_13633_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163162383;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Militär. Manöver. Weites Wiesengelände mit vielen Pferden, Soldaten, Zivilisten: Schlachtenbummlern;;;Nein;;lcmt-nabi-pctmp_ead_zing_13634_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163162364;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Militär. Manöver. Grosse Menschenmasse: Offiziere und Zivilisten durcheinander auf einer Wiesenhalde (bei Manöverkritik?);;;Nein;;lcmt-nabi-pctmp_ead_zing_13635_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163162349;;;
Monte Spluga;46.20011;9.55988;Italia, Monte Spluga, Ortsteilansicht;Splügen GR. Landschaft, Siedlung. Häusergruppe vor einer Szenerie schneebedeckter, blendender Berge: Splügenpass;46.2257202;9.560271;Nein;Monte Spluga;lcmt-nabi-pctmp_ead_zing_13638_pctmp.jpg;circa 1920;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163162282;;;
Montespluga;46.20011;9.55988;Italia, Montespluga, Ortsteilansicht;Splügen GR. Landschaft, Siedlung, Dorfbild. Häuserreihe und Vorplatz, Strasse am Splügenberg, italienische Seite: Monte Spluga, beim italienischen Zollgebäude.;46.4892372;9.3365387;Nein;Montespluga;lcmt-nabi-pctmp_ead_zing_13639_pctmp.jpg;circa 1920;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163162252;;;
Splügen;46.5054;9.3304;Splügenpass, Ortsteilansicht;Splügen GR. Landschaft im Tourengebiet von Splügen: italienisches Grenzwächterhaus auf Splügenberg/Splügenpass mit zwei bewaffneten Carabinieri;;;Nein;;lcmt-nabi-pctmp_ead_zing_13643_pctmp.jpg;circa 1920;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163162101;;;
;46.63228;8.82877;Obere Surselva und Val Medel;"Blick vom Piz Murarun nach Westen Richtung Oberalppass, Dammagletscher und Finsteraarhorn. Unter der Mitte Val Medel; links: Piz Gannaretsch";;;Nein;;lcmt-nabi-pctmp_ead_zing_13772_pctmp.jpg;circa 1890|1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163159349;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz (?). Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_14005_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163155378;;;
Locarno;46.17086;8.79953;Locarno, Ortsteilansicht;"Locarno TI. Stadtbild. Der Marktplatz mit einem Teil seiner Häuser mit Arkaden und Kolonnaden; vorn eine grosse Wasserlache.";46.1695739;8.7954859;Nein;Locarno;lcmt-nabi-pctmp_ead_zing_14087_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163154042;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];"Schweiz. Hochgebirgslandschaft. Weites Schneefeld im Vordergrund; einige Erhebungen von ca. 3000 m";;;Nein;;lcmt-nabi-pctmp_ead_zing_14118_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163153687;;;
;46.69228;7.72085;Thunersee und Stockhornkette;Thunersee mit Blick nach Westen auf die Stockhornkette. Links Anstieg zum Niesen;;;Nein;;lcmt-nabi-pctmp_ead_zing_14120_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163153658;;;
Unterseen;46.69228;7.72085;Unterseen, Aare und Thunersee;Thunersee bei der Einmündung der Aare (Kanal) bei Unterseen, Blick nach Westen auf Niesen und Stockhornkett;;;Nein;;lcmt-nabi-pctmp_ead_zing_14121_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163153632;;;
;;;Italia, Landschaft [Lokalisierung unsicher];ltalien. Landschaft am Ostarm des Luganersees. lm Vordergrund eine Bootswerft. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_14129_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163153474;;;
;;;Schweiz, Ortsteilansicht [Lokalisierung unsicher];Schweiz. Stadtbild. Grösserer Platz mit Bäumen und Anlagen, hinter denen sich eine Reihe aneinandergebauter Hoteltrakte erhebt;;;Nein;;lcmt-nabi-pctmp_ead_zing_14132_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163153394;;;
;;;Italia, Landschaft [Lokalisierung unsicher];Italien. Landschaft mit grossem See. Ein Bergland mit ca. 1000-1200 m.-Erhebungen, an dessen Hängen einige Dörfer liegen, am Ufer Parkanlagen und Villen (am Langen- oder am Luganersee?). Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_14133_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163153370;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Landschaft, Siedlung;;;Nein;;lcmt-nabi-pctmp_ead_zing_14264_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163148123;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Hochgebirgslandschaft. Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_14266_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163148057;;;
Grindelwald;46.62396;8.03601;Grindelwald, Alp Itramen;Alp Itramen mit Blick nach Westen. Von links nach rechts: Tschuggen, Männlichen, Schynige Platte, im Hintergrund Güggisgrat;;;Nein;;lcmt-nabi-pctmp_ead_zing_14271_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163147872;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];Schweiz. Hochgebirgslandschaft (Variante zu Bild Nr. 14266). Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_14281_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163147293;;;
Zürich;;;Zürich, Teilaussenansicht einer Sägerei [Lokalisierung unsicher];Schweiz. Dorfbild. Landschaftsmotiv mit Stall und Säge, im Winkel zu einander zusammengebaut, am Fusse eines bewaldeten Abhangs;;;Nein;;lcmt-nabi-pctmp_ead_zing_14318_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163145381;;;
;;;Schweiz, Mühlengebäude, Teilaussenansicht [Lokalisierung unsicher];"Schweiz. Ländliche ldylle mit altem Mühlengebäude; Rückseite mit grossem Mühlrad, viel Baumvegetation an Tobelrand. Aufnahme 1890-1936.";;;Nein;;lcmt-nabi-pctmp_ead_zing_14320_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163145340;;;
;;;Schweiz, Gesamtaussenansicht eines Hauses [Lokalisierung unsicher];"Schweiz. Dorfbild. Blick über einen Weiher hinweg gegen ein ländliches Haus mit Walmdach und Anbau; Bäume; Turmspitze";;;Nein;;lcmt-nabi-pctmp_ead_zing_14321_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163145316;;;
;;;Schweiz, Haus, Teilaussenansicht [Lokalisierung unsicher];Schweiz. Dorfbild. Teil-Aussenansicht (zu Bild Nr. 14318). Aufnahme 1890-1936.;;;Nein;;lcmt-nabi-pctmp_ead_zing_14322_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163145238;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];"Schweiz. Landschaft mit stehendem Nebengewässer des Zürichsees; Uferpartie mit Wiesland; rechts eine Waldpartie";;;Nein;;lcmt-nabi-pctmp_ead_zing_14382_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163143387;;;
;;;Schweiz, Landschaft [Lokalisierung unsicher];"Schweiz. Landschaft, Vegetation. Sauberer Buchenwald; Frühling: das erste Laub schmückt die Bäume; am Boden liegt noch das dürre Laub";;;Nein;;lcmt-nabi-pctmp_ead_zing_14510_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M163137999;;;
