Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls
"Italia, Ventimiglia, Ortsteilansicht",Blick auf einen Teil von Ventimiglia,1910-03,,,Italy,Liguria,Ventimiglia,43.78956,7.60872,3,True,0
"Italia, Ventimiglia, Ortsgesamtansicht",Blick auf Ventimiglia,1910-03,,,Italy,Liguria,Ventimiglia,43.78956,7.60872,3,True,0
"Italia, Ventimiglia, Ortsgesamtansicht",Blick von einer Anhöhe auf Ventimiglia,1910-03,,,Italy,Liguria,Ventimiglia,43.78956,7.60872,3,True,0
"Italia, Ventimiglia, Ortsteilansicht","Blick von einer Anhöhe auf Ventimiglia, im Vordergrund ein Baum",1910-03,,,Italy,Liguria,Ventimiglia,43.78956,7.60872,3,True,0
"Italia, Bordighera, Ortsteilansicht","Blick auf Bordighera von einer Anhöhe aus, im Vordergrund Pflanzen",1910,,,Italy,Liguria,Bordighera,43.78064,7.66451,3,True,0
"Italia, Bordighera, Ortsteilansicht",Blick auf Bordighera von der Strandpromenade am Kap aus,1910,,,Italy,Liguria,Bordighera,43.78064,7.66451,3,True,0
"Italia, Bordighera, Ortsteilansicht",Blick auf Bordighera,1910,,,Italy,Liguria,Bordighera,43.78064,7.66451,3,True,0
"Bürgenstock, Panorama",Blick vom Bürgenstock aus auf Vitznau und die Rigi,1906,,,Switzerland,Kanton Nidwalden,Bürgenstock,46.9972,8.3985,5,False,0
"Italia, Bordighera, Kirche Sant'Ampelio",Blick auf die Kirche Sant'Ampelio über das Meer hinweg,1910,,,Italy,Liguria,Bordighera,43.78064,7.66451,3,True,0
"Italia, Bordighera, Giardini Winter","Ansicht einiger Palmen, Sukkulenten und Kakteen des Giardini Winter",1910,,,Italy,Liguria,Bordighera,43.7858171,7.6797393,4,False,1
"Italia, Bordighera, Landschaft",Ansicht einiger Palmen im Bordighera,1910,,,Italy,Liguria,Bordighera,43.78064,7.66451,3,True,0
"Italia, Sanremo, Ortsteilansicht","Hafenbecken von Sanremo, im Vordergrund Segelschiffe",1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsgesamtansicht",Blick von einer Anhöhe auf Sanremo und das Mittelmeer,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsgesamtansicht",Blick auf Sanremo gegen Capo Nero,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsgesamtansicht","Blick von einer Anhöhe auf Sanremo, im Vordergrund Rebberge",1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsgesamtansicht","Blick von einer Anhöhe auf Sanremo, im Vordergrund Bäume",1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Rigi Staffel, Landschaft",Blick auf Rigi Staffel und Rigi Kulm mit Aussicht auf einen Teil des Vierwaldstättersees im Nebel,1906,,,Switzerland,Kanton Zürich,Rigi,47.053493,8.4738655,4,False,1
"Italia, Sanremo, Ortsteilansicht","Blick von einer Anhöhe über Sanremo, im Vordergrund Palmen",1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht","Ansicht von Sanremo, im Vordergrund eine Blumenwiese",1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht",Blick auf Sanremo vone iner Anhöhe aus,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht",Uferpromenade von Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht",Uferpromenade von Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht",Spaziergänger auf der Uferpromenade von Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Giardino dell'Imperatrice",Teilansicht der Parkanlage Giardino dell'Imperatrice,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Giardino dell'Imperatrice",Teilansicht der Parkanlage Giardino dell'Imperatrice,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht",Uferpromenade von Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Luzern, Seeburg, Teilaussenansicht","Blick von einer Anhöhe auf das Hotel Seeburg (früher: Polytechnic Chalet Seeburg) und den Vierwaldstättersee, im Hintergrund das Stanserhorn, im Vordergrund ein blühender Birnbaum",1906,,,Switzerland,Kanton Luzern,Luzern,47.07413,8.06115,5,False,0
"Italia, Sanremo, Ortsteilansicht",Blick durch eine Gasse auf die Uferpromenade von Sanremo und das Monumento a Giuseppe Garibaldi,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Casinò di Sanremo, Gesamtaussenansicht",Casinò di Sanremo,1910,,,Italy,Liguria,Sanremo,43.81506,7.77201,5,False,0
"Italia, Sanremo, Casinò di Sanremo, Gesamtaussenansicht",Casinò di Sanremo,1910,,,Italy,Liguria,Sanremo,43.81506,7.77201,5,False,0
"Italia, Sanremo, Ortsteilansicht","Marktstände in Sanremo, im Hintergrund der Turm der Concattedrale di San Siro",1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Porta di San Giuseppe, Gesamtansicht","Porta di San Giuseppe in Sanremo, im Vordergrund ein Mann mit einem Esel",1910,,,Italy,Liguria,Sanremo,45.3981356,9.8734539,4,False,1
"Italia, Sanremo, Ortsteilansicht","Gasse in der Altstadt von Sanremo, im Vordergrund eine Gruppe von Kindern",1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht",Treppe bei einem Haus in der Altstadt von Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht",Abzweigende Treppe bei einem Haus in der Altstadt von Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ponte della Rocca, Gesamtansicht",Ponte della Rocca und Häuser der Altstadt von Sanremo,1910,,,Italy,Liguria,Sanremo,45.9414977,10.2237801,4,False,1
"Brunnen, Ortsteilansicht",Blick auf Brunnen und die dahinterliegenden Mythen,1906,,,Switzerland,Kanton Schwyz,Brunnen,46.9936,8.60538,3,True,0
"Italia, Sanremo, Ortsteilansicht",Altstadt von Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht","Blick auf Bussana Vecchia, einer Fraktion der Gemeinde Sanremo, im Vordergrund stehen drei Bäume",1910,,,Italy,Liguria,Sanremo,43.83333,7.83333,5,False,0
"Italia, Sanremo, Ortsteilansicht","Blick auf Bussana Vecchia, einer Fraktion der Gemeinde Sanremo, im Vordergrund stehen vier Bäume",1910,,,Italy,Liguria,Sanremo,43.83333,7.83333,5,False,0
"Italia, Sanremo, Ortsteilansicht","Blick auf Bussana Vecchia, einer Fraktion der Gemeinde Sanremo",1910,,,Italy,Liguria,Sanremo,43.83333,7.83333,5,False,0
"Italia, Sanremo, Ortsteilansicht","Blick entlang einer engen Gasse in Bussana Vecchia, einer Fraktion der Gemeinde Sanremo",1910,,,Italy,Liguria,Sanremo,43.83333,7.83333,5,False,0
"Italia, Taggia, Ortsteilansicht","Blick auf Taggia, im Vordergrund ist eine Brücke zu sehen",1910,,,Italy,Liguria,Taggia,43.84612,7.85223,3,True,0
"Italia, Imperia, Ortsteilansicht","Blick auf Porto Maurizio, einem Ortsteil von Imperia",1910,,,Italy,Liguria,Imperia,43.87954,8.02326,5,False,0
"Italia, Imperia, Ortsteilansicht","Blick auf Porto Maurizio, einem Ortsteil von Imperia",1910,,,Italy,Liguria,Imperia,43.87954,8.02326,5,False,0
"Brunnen, Ortsteilansicht",Blick auf Brunnen Richtung Frohnalpstock und Bristen ; Vierwaldstättersee in der Mitte des Bildes,1906,,,Switzerland,Kanton Schwyz,Brunnen,46.9936,8.60538,3,True,0
"Italia, Genova, Ortsteilansicht",Blick vom Stadtteil Righi auf Genova runter,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht","Blick auf einen Teil von Genova und den Hafen in Richtung Leuchtturm von einer Anhöhe aus, im Vordergrund eine Wiese",1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Blick auf einen Teil von Genova und den Hafen,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Blick von einer Anhöhe auf den Hafen von Genova runter,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Blick auf einen Teil von Genova und den Hafen,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Blick auf einen Teil von Genova,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht","Blick auf den Hafen, Zuggleise und einen Teil von Genova",1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Genua. Blick auf ein Pier mit Schiffen bei Sonnenuntergang,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Genua. Blick auf ein Pier mit Schiffen bei Sonnenuntergang,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Genua. Blick auf ein Pier mit Schiffen,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Genua. Ansicht eines Schiffs im Hafen,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Genua. Ansicht von Schiffen im Hafen Genuas,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Genua. Dampf- und Segelschiffe im Hafen,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Segelschiffe im Hafenbecken von Genova,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Genua. Ansicht eines Dampfschiffs im Hafen Genuas,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht","Blick entlang der belebten Strasse Vittorio Emanuele, die sich im Stadtteil Nervi von Genua befindet",1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Ansicht eines Teils des Camposanto in Genova,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Camposanto, Gesamtaussenansicht",Ansicht der Statue auf dem Grabstein von Luigi Canepa,1910,,,Italy,Liguria,Genova,44.7833,11.1333,5,False,0
"Italia, Genova, Camposanto, Monumento Canepa, Teilansicht","Blick entlang der Strasse Vittorio Emanuele in Nervi, einem Stadtteil von Genua",1910,,,Italy,Liguria,Genova,44.7833,11.1333,5,False,0
"Italia, Genova, Ortsteilansicht","Blick auf einen Teil der Strandpromenade in Nervi, einem Stadtteil von Genua",1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht","Blick auf einen Teil der Strandpromenade in Nervi, einem Stadtteil von Genua",1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht","Blick entlang der Strandpromenade in Nervi, einem Stadtteil von Genua, mit dem Torre Gropallo",1910,,,Italy,Liguria,Genova,44.380363,9.0423777,4,False,1
"Italia, Genova, Torre Gropallo, Teilaussenansicht","Blick auf den Torre Gropallo in Nervi, einem Stadtteil von Genua",1910,,,Italy,Liguria,Genova,44.380363,9.0423777,4,False,1
"Italia, Rapallo, Ortsteilansicht","Blick über die Dächer von Rapallo von einer Anhöhe aus, in der Ferne Punta Portofino",1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Rapallo, Ortsteilansicht","Blick über die Dächer von Rapallo von einer Anhöhe aus, in der Ferne Punta Portofino",1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Rapallo, Ortsteilansicht","Blick über die Dächer von Rapallo von einer Anhöhe aus, in der Ferne Punta Portofino",1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Rapallo, Ortsteilansicht","Blick auf Rapallo, im Vordergrund Sträucher und Bäume",1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Rapallo, Ortsteilansicht",Blick auf Rapallo von der Strada Provinciale aus,1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Rapallo, Ortsgesamtansicht",Blick auf Rapallo von der Strada Provinciale aus,1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Rapallo, Ponte di Annibale, Gesamtansicht",Ponte di Annibale in Rapallo,1910,,,Italy,Liguria,Rapallo,40.6438648,15.4833052,4,False,1
"Italia, Rapallo, Ortsteilansicht","Blick entlang der Strasse, die zum Hotel Kursaal Rapallo führt, das heute unter dem Namen Excelsior Palace Hotel bekannt ist",1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Rapallo, Villa Lagomaggiore, Teilaussenansicht",Villa Lagomaggiore in Rapallo,1910,,,Italy,Liguria,Rapallo,-32.9151868,-68.7950507,4,False,1
"Italia, Santa Margherita Ligure, Cervara Abbazia di San Giro",Blick auf die Abtei von Cervara,1910,,,Italy,Liguria,Santa Margherita Ligure,44.33456,9.21204,3,True,0
"Italia, Portofino, Ortsteilansicht",Blick über einige Dächer von Portofino,1910,,,Italy,Liguria,Portofino,44.30349,9.20942,3,True,0
"Italia, Portofino, Landschaft",Halbinsel von Portofino,1910,,,Italy,Liguria,Portofino,44.30349,9.20942,3,True,0
"Italia, Portofino, Landschaft",Halbinsel von Portofino,1910,,,Italy,Liguria,Portofino,44.30349,9.20942,3,True,0
"Italia, Rapallo, Monastero di Valle Christi, Teilansicht",Ansicht der Ruine des Monastero di Valle Christi in Rapallo,1910,,,Italy,Liguria,Rapallo,44.3555787,9.2020064,4,False,1
"Italia, Rapallo, Monastero di Valle Christi, Teilansicht",Ansicht der bewachsenen Ruine des Monastero di Valle Christi in Rapallo,1910,,,Italy,Liguria,Rapallo,44.3555787,9.2020064,4,False,1
"Italia, Rapallo, Monastero di Valle Christi, Teilansicht",Ansicht der bewachsenen Ruine des Monastero di Valle Christi in Rapallo,1910,,,Italy,Liguria,Rapallo,44.3555787,9.2020064,4,False,1
"Altdorf, Telldenkmal, Teilansicht",Das Telldenkmal in Altdorf,1906,,,Switzerland,Kanton Uri,Altdorf,46.8817746,8.6439554,4,False,1
"Italia, Zoagli, Ortsteilansicht",Blick von einer Anhöhe auf Zoagli,1910,,,Italy,Liguria,Zoagli,44.33668,9.2668,3,True,0
"Italia, Rapallo, Kirche, Teilaussenansicht",Kirche an einem Weg bei Rapallo,1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Bordighera, Landschaft",Landschaftsaufnahme in Bordighera,1910,,,Italy,Liguria,Bordighera,43.78064,7.66451,3,True,0
"Italia, Sanremo, Landschaft",Landschaftsaufnahme mit Palmen in Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Rapallo, Landschaft","Blick entlang eines Weges in der Nähe von Rapallo, am Wegesrand sitzt ein Mann auf aufgetürmten Steinbrocken",1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Rapallo, Landschaft","Blick entlang eines Weges bei Rapallo, auf dem ein Mann entlang läuft und an dem Zypressen und Olivenbäume wachsen",1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Sanremo, Ortsgesamtansicht",Blick von Osten her auf Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Landschaft","Aufnahme von Agaven in der Nähe von Samremo, im Hintergrund kann man die Stadt erkennen",1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Riviera di Levante, Landschaft",Pinienwald an der Riviera di Levante,1910,,,Italy,,Riviera di Levante,44.25,9.5,5,False,0
"Weggis, Ortsgesamtansicht","Blick vom Bürgenstock (Hammetschwand, früher: Hametschwand), auf Weggis, die Rigi und den Vierwaldstättersee",1906,,,Switzerland,Kanton Luzern,Weggis,47.03208,8.43219,3,True,0
"Italia, Landschaft [Lokalisierung unsicher]",Olivenhain,1910,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Italia, Ortsteilansicht [Lokalisierung unsicher]",Blick entlang einer alten Strasse mit hohen Häuserfronten zu beiden Seiten,,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Italia, Landschaft [Lokalisierung unsicher]",Blick hinaus auf das tosende Meer,,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Italia, Genova, Villa Di Negro Rosazza, Teilaussenansicht","Blick auf die Villa Di Negro Rosazza, auf dem Platz davor sind ein Pferdefuhrwerk und einige Fussgänger zu sehen",,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Villa Di Negro Rosazza, Teilaussenansicht","Villa Di Negro Rosazza in Genova, im Vordergrund ein Pferdefuhrwerk",1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Landschaft [Lokalisierung unsicher]","Blick hinaus aufs Meer, auf dem ein Ruderboot fährt, das mit zwei Leuten bemannt ist",,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Italia, Landschaft [Lokalisierung unsicher]",Blick hinaus aufs Meer,circa 1910,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Italia, Landschaft [Lokalisierung unsicher]",Blick hinaus auf das tosende Meer,circa 1910,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Italia, Genova, Ortsteilansicht",Blick auf eine Segelschiff im Hafen von Genua,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Buochs, Ortsgesamtansicht",Panorama mit Blick üder den Vierwaldstättersee nach Buochs mit Buochserhorn,1906,,,Switzerland,Kanton Nidwalden,Buochs,46.97398,8.42279,3,True,0
"Genève, Phare des Pâquis, Gesamtaussenansicht","Blick auf den Leuchtturm von Les Pâquis und den Genfersee, im See schwimmt ein Segelschiff, auf dem Steg stehen Leute und von umliegenden Felsbrocken wird geangelt",1910-10,,,Switzerland,Canton de Genève,Genève,46.2099985,6.1569289,4,False,1
"France, Montenvers, Panorama",Blick von Montenvers auf die Zahnradbahn Chemin de fer du Montenvers und den Grande Aiguille du Dru,circa 1910,,,France,Auvergne-Rhône-Alpes,Montenvers,45.93342,6.91694,5,False,0
"France, Montenvers, Panorama",Blick von Montenvers auf das Mer de Glace und die Zahnradbahn Chemin de fer du Montenvers,circa 1910,,,France,Auvergne-Rhône-Alpes,Montenvers,45.93342,6.91694,5,False,0
"France, Montenvers, Panorama",Blick von Montenvers auf die Zahnradbahn Chemin de fer du Montenvers und den Grande Aiguille du Dru,circa 1910,,,France,Auvergne-Rhône-Alpes,Montenvers,45.93342,6.91694,5,False,0
"Vissoie, Ortsgesamtansicht","Vissoie im Val d'Anniviers, Gesamtansicht des Ortes",circa 1910,,,Switzerland,Canton du Valais,Vissoie,46.21622,7.58639,3,True,0
"Schweiz, Landschaft [Lokalisierung unsicher]",Murmeltiere beieinander stehend,circa 1910,,,Switzerland,,"Schweiz, [Lokalisierung unsicher]",,,0,False,0
"Davos-Dorf, Ortsgesamansicht",Davos anno 1861 (Reproduktion der damals vorhandenen Häuser),circa 1910,,,Switzerland,Kanton Graubünden,Davos Dorf,46.80826,9.83929,3,True,0
"Davos, Sanatorium Schatzalp, Gesamtaussenansicht",Blick auf das Sanatorium Schatzalp über einen Tannenwald hinweg,circa 1910,,,Switzerland,,Davos-Dorf,46.8096654,9.841969,2,True,1
"Graubünden, Landschaft","Westhang bei Davos, vermutl. die Clavadeleralp am Jakobshorn, Blick in Richtung Südwesten. Ansicht einer Arve, davor sitzt eine Frau auf der Wiese, die einen Sonnenschirm in den Händen hält. Im Hintergrund die Gipfel von Tinzenhorn und Piz Mitgel hinter dem Bergrücken des Muchetta.",,,,Switzerland,Kanton Graubünden,Davos,46.7705232,9.8237241,4,False,1
"Wolfgangpass, Landschaft",Winterlandschaft am Wolfgangpass,circa 1910,,,Switzerland,,Wolfgangpass,46.83818,9.85843,5,False,0
"Schwarzhorn, Panorama (Teil 2/2)","Panorama vom Flüela-Schwarzhhorn mit Gipfellegende, Teil 2/2",circa 1910,,,Switzerland,,Schwarzhorn,46.73575,9.94171,5,False,0
"Klosters-Serneus, Ortsteilansicht",Blick hinab auf Klosters,circa 1910,,,Switzerland,,Klosters-Serneus,,,0,False,0
"Bürgenstock, Aufzug, Teilansicht",Der Hammetschwand-Lift ist auf der linken Seite zu sehen ; Blick auf den Vierwaldstättersee ; im Hintergrund ist Luzern zu sehen,1905,,,Switzerland,Kanton Nidwalden,Bürgenstock,47.000943,8.39635,4,False,1
"Piz Corvatsch, Gesamtansicht",Piz Corvatsch vom Vorgipfel aus gesehen,1906,,,Switzerland,,Piz Corvatsch,46.40834,9.81611,5,False,0
"Italia, Tirano, Ortsteilansicht","Blick auf Tirano runter, im Zentrum steht die Wallfahrtskirche Madonna di Tirano",1910-08,,,Italy,Lombardia,Tirano,46.2167,10.15,5,False,0
"Italia, Tirano, Ortsteilansicht",Blick entlang einer Strasse in Tirano,1910-08,,,Italy,Lombardia,Tirano,46.21482,10.16335,3,True,0
"Italia, Tirano, Chiesa di Santa Perpetua, Teilaussenansicht",Blick hinauf zur Kirche Santa Perpetua,1910-08,,,Italy,Lombardia,Tirano,46.21482,10.16335,3,True,0
"Italia, Tirano, Chiesa di Santa Perpetua",Blick von der Kirche Santa Perpetua auf Tirano runter,1910-08,,,Italy,Lombardia,Tirano,46.21482,10.16335,3,True,0
"Italia, Tirano, Chiesa di Santa Perpetua","Ansicht der Kirche Santa Perpetua und einem aus Stein gemauerten Haus, vor dessen Tür ein alter Mann steht",1910-08,,,Italy,Lombardia,Tirano,46.21482,10.16335,3,True,0
"Lauerzersee, Landschaft","Lauerzersee, Seewen und die Mythen",1906,,,Switzerland,Kanton Schwyz,Lauerz,47.03348,8.60646,5,False,0
"Axenstrasse, Panorama","Blick auf den Vierwaldstättersee, die Axenstrasse und die Gotthardbahn",1906,,,Switzerland,,Axenstrasse,52.5722672,13.4525098,4,False,1
"France, Chamonix-Mont-Blanc, Ortsteilansicht",Blick auf Chamonix-Mont-Blanc gegen den Brévent,1910-08,,,France,,Chamonix-Mont-Blanc,45.9230969,6.8700009,2,True,1
"France, Chamonix-Mont-Blanc, Ortsteilansicht",Blick auf Chamonix-Mont-Blanc gegen die Aiguille Verte,1910-08,,,France,,Chamonix-Mont-Blanc,45.9230969,6.8700009,2,True,1
"France, Mont Blanc, Landschaft",Blick auf den Mont Blanc,1910-08,,,France,Occitanie,Montblanc,45.8333,6.8667,5,False,0
"France, Mont Blanc, Landschaft","Blick auf den Mont Blanc, im Vordergrund Nadelbäume",1910-08,,,France,Occitanie,Montblanc,45.8333,6.8667,5,False,0
"France, Chamonix-Mont-Blanc, Ortsteilansicht","Blick auf Chamonix-Mont-Blanc gegen die Berge, im Vordergrund eine bewaldete Wiese",1910-08,,,France,,Chamonix-Mont-Blanc,45.9230969,6.8700009,2,True,1
"France, Glacier des Bossons, Landschaft","Blick von einem Chalet hinauf auf den Glacier des Bossons, vor dem Chalet eine Ausflugsgruppe",1910-08,,,France,,Glacier des Bossons,45.88007,6.86411,5,False,0
"France, Glacier des Bossons, Landschaft",Blick auf den Glacier des Bossons,1910-08,,,France,,Glacier des Bossons,45.88007,6.86411,5,False,0
"Glacier des Bossons, Landschaft",Eisgrotte des Glacier des Bossons,1910-08,,,France,,Glacier des Bossons,45.88007,6.86411,5,False,0
"Glacier des Bossons, Eisgrotte, Landschaft","Ansicht einer Eisgrotte auf dem Glacier des Bossons, davor eine Gruppe Wanderer",1910,,,France,Auvergne-Rhône-Alpes,Chamonix,45.88007,6.86411,5,False,0
"Pilatus, Hotel Bellevue, Gesamtaussenansicht",Blick auf das Hotel Bellevue auf dem Pilatus,1906,,,Switzerland,,Pilatus,46.6865,7.8523,5,False,0
"France, Chamonix-Mont-Blanc, Montenvers",Blick von Montenvers auf das Mer de Glace und gegen den Tour Sallière,1910-08,,,France,Auvergne-Rhône-Alpes,Montenvers,45.93342,6.91694,5,False,0
"France, Aiguille Verte, Landschaft",Blick auf die Aiguille Verte und die Aiguille-du-Dru,1910-08,,,France,,Aiguille Verte,45.98265,6.43255,5,False,0
"France, Aiguille Verte, Landschaft",Blick auf die Aiguille Verte und die Aiguille-du-Dru,1910-08,,,France,,Aiguille Verte,45.98265,6.43255,5,False,0
"France, Aiguille du Dru, Gesamtansicht",Ansicht der Aiguille du Dru,1910-08,,,France,,Aiguille du Dru,45.93293,6.95588,5,False,0
"France, Aiguille du Dru, Gesamtansicht",Ansicht der Aiguille du Dru,1910-08,,,France,,Aiguille du Dru,45.93293,6.95588,5,False,0
"France, Chamonix-Mont-Blanc, Les Praz d'en-haut",Blick auf das Stadtviertel Les Praz d'en-haut von Chamonix-Mont-Blanc gegen die Aiguille Verte,1910,,,France,,Chamonix-Mont-Blanc,46.4492485,7.2152845,4,False,1
"France, Chamonix-Mont-Blanc, Ortsteilansicht",Blick auf das Stadtviertel Les Praz d'en-haut von Chamonix-Mont-Blanc,1910,,,France,,Chamonix-Mont-Blanc,45.9230969,6.8700009,2,True,1
"Finhaut, Ortsteilansicht","Unten die Zugstrecke mitsamt Zug, oben die Häuser von Finhaut",1910,,,Switzerland,Canton du Valais,Finhaut,46.08381,6.97777,3,True,0
"Deutschland, Lindau, Rathaus, Teilaussenansicht",Blick auf die Südfassade des Lindauer Rathauses,1910,,,Germany,Bavaria,Lindau,47.5459309,9.6840937,4,False,1
"Deutschland, Lindau, Rathaus, Teilaussenansicht",Ansicht des Lindauer Rathauses,1910,,,Germany,Bavaria,Lindau,47.5459309,9.6840937,4,False,1
"Pilatus, Hotel Pilatus-Kulm, Gesamtaussenansicht",Blick auf das Hotel Pilatus-Kulm auf dem Pilatus,1906,,,Switzerland,,Pilatus,46.9795096,8.2536045,4,False,1
"Deutschland, Lindau, Seepromenade, Ortsteilansicht","Blick auf Seepromenade des Hafens, mit den Dampfschiffen 'Rupprecht' und 'Württemberg' im Vordergrund. Rechts im Bild der Mangturm",1910,,,Germany,Bavaria,Lindau,47.5446255,9.6850944,4,False,1
"Deutschland, Lindau, Ortsteilansicht","Blick auf den Hafen Lindaus mit vier Dampfschiffen, links der Mangturm",1906,,,Germany,Bavaria,Lindau,47.54612,9.68431,3,True,0
"Deutschland, Lindau, Hafeneinfahrt, Ortsteilansicht","Ansicht des Dampfers 'Prinz Regent' bei der Hafeneinfahrt von Lindau, zwischen dem Bayrischen Löwen und dem neuen Leuchtturm",1910,,,Germany,Bavaria,Lindau,47.54612,9.68431,3,True,0
