Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls
"Italia, Garda, Punta San Vigilio",Punta San Vigilio am Lago di Garda,1906,,,Italy,,Punta San Vigilio,45.5727085,10.6719114,4,False,1
"Muotathal, Pfarrkirche, Gesamtaussenansicht","Muotathal, Ortsteilansicht mit Kirche",1906,,,Switzerland,Kanton Schwyz,Muotathal,46.977379,8.760064,4,False,1
"Italia, Garda, Punta San Vigilio, Park",Ansicht des Parks in Punta San Vigilio,1906,,,Italy,,Punta San Vigilio,45.5727085,10.6719114,4,False,1
"Italia, Riva del Garda, Cascate del Ponale",Ansicht des Cascata del Ponale bei Riva del Garda,1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.88577,10.84117,3,True,0
"Italia, Gargnano, Ortsteilansicht","Blick auf einen Teil von Gargnano, im Vordergrund das Ufer des Lago di Garda und ein Boot",1906,,,Italy,Lombardia,Gargnano,45.68586,10.65869,3,True,0
"Italia, Maderno, Ortsteilansicht",Piazza San Marco in Maderno,1906,,,Italy,Trentino-Alto Adige,Maderno,45.63333,10.58333,3,True,0
"Italia, Arco, Castello di Arco",Blick auf die Ruinen der mittelalterlichen Burg Arco und einige Häuser,1906,,,Italy,Trentino-Alto Adige,Arco,45.9223221,10.8883004,4,False,1
"Italia, Arco, Ortsgesamtansicht",Blick auf Arco,1906,,,Italy,Trentino-Alto Adige,Arco,45.91772,10.88672,3,True,0
"Italia, Riva del Garda, Hotel Lido Palace",Hotel Lido Palacein Riva del Garda,1908,,,Italy,Trentino-Alto Adige,Riva del Garda,45.883222,10.8465322,4,False,1
"Italia, Gardone Riviera, Fasano","Blick vom Gardasee nach Fasano, einem Ortsteil von Gardone Riviera, im Vordergrund ist ein Segelschiff auf dem See zu sehen",1908,,,Italy,Lombardia,Gardone Riviera,37.7667,14.0833,5,False,0
"Luzern, Ortsgesamtansicht","Blick auf Luzern gegen die Alpen, zentral im Bild ist die Hofkirche zu sehen",1906,,,Switzerland,Kanton Luzern,Luzern,47.05048,8.30635,3,True,0
"Italia, Lago di Loppio, Landschaft","Blick auf den Lago di Loppio, der früher auch als als Lago di S. Andrea bezeichnet wurde",1906,,,Italy,,Lago di Loppio,45.8648773,10.9202011,4,False,1
"Italia, Lago di Loppio, Landschaft","Landschaft in der Nähe des Lago di Loppio, der früher auch als als Lago di S. Andrea bezeichnet wurde",1906,,,Italy,,Lago di Loppio,45.8648773,10.9202011,4,False,1
"Italia, Garda, Punta San Vigilio, Park",Blick vom Park auf eine Steinmauer mit Bögen,1906,,,Italy,,Punta San Vigilio,45.5727085,10.6719114,4,False,1
"Italia, Salò, Duomo di Salò",Portal des Duomo di Salò,1906,,,Italy,Lombardia,Salò,45.6067394,10.5303927,4,False,1
"Italia, Salò, Ortsteilansicht","Ansicht eines Teils von Salò, im Vordergrund ein Garten",1906,,,Italy,Lombardia,Salò,45.60685,10.5205,3,True,0
"Muotathal, Suwarow-Brücke, Gesamtansicht",Suwarow-Brücke,1906,,,Switzerland,Kanton Schwyz,Muotathal,46.97676,8.76499,3,True,0
"Morschach, Ortsteilansicht","Blick auf Morschach, im Hintergrund der Uri Rotstock",1906,,,Switzerland,Kanton Schwyz,Morschach,46.98271,8.61826,3,True,0
"Lugano, Ortsgesamtansicht",Lugano vom Monte San Salvatore aus gesehen,1906,,,Switzerland,Cantone Ticino,Lugano,46.01008,8.96004,3,True,0
"Locarno, Wagen der Standseilbahn Locarno-Madonna del Sasso","Blick auf den Wagen der Standseilbahn Locarno-Madonna del Sasso, kurz FLMS, italienisch Funicolare Locarno-Madonna del Sasso, der über eine Brücke fährt",1906,,,Switzerland,Cantone Ticino,Locarno,46.17086,8.79953,3,True,0
"Italia, Como, Castel Baradello, Teilaussenansicht","Turm des Castel Baradello in Como, im Vordergrund ist ein Waldstück zu sehen",1906,,,Italy,Lombardia,Como,45.80819,9.0832,3,True,0
"Stans, Winkelrieddenkmal, Gesamtansicht",Ansicht des Winkelrieddenkmals in Stans,1906,,,Switzerland,Kanton Nidwalden,Stans,46.9564757,8.3657664,4,False,1
"Zug, Reformierte Kirche, Gesamtaussenansicht","Aussenansicht der Kirche von vorne, im Hintergrund Strasse mit Wohnhäusern",1906,,,Switzerland,Kanton Zug,Zug,47.171808,8.5137964,4,False,1
"Zug, Ortsteilansicht",Zug. Blick entlang des Quais auf die Rigi. Im Vordergrund ein Mädchen,1906,,,Switzerland,Kanton Zug,Zug,47.17242,8.51745,3,True,0
"Italia, Santa Margherita, Ortsteilansicht",Blick auf das Ufer des Luganersee und die umliegende Landschaft in der Nähe von Santa Margherita,1907,,,Italy,Liguria,Santa Margherita,45.63391,9.23013,3,True,0
"Italia, Santa Margherita, Ortsteilansicht",Blick auf Santa Margherita vom Luganersee aus gesehen,1907,,,Italy,Liguria,Santa Margherita,45.63391,9.23013,3,True,0
"Italia, Valsolda, Ortsteilansicht","Blick über den Luganersee hinweg auf die Ortsteile Oria und Albogasio der Gemeinde Valsolda, im Vordergrund rudert ein Mann stehend in einem Segelboot",1907,,,Italy,Lombardia,Valsolda,46.02486,9.05462,3,True,0
"Italia, Tenno, Ortsteilansicht","Blick über einige Dächer von Tenno, im Hintergrund der Lago di Garda",1906,,,Italy,Trentino-Alto Adige,Tenno,45.91937,10.8316,3,True,0
"Italia, Tenno, Ortsteilansicht",Frau mit einem Kind auf einem Weg bei Tenno,1907,,,Italy,Trentino-Alto Adige,Tenno,45.91937,10.8316,3,True,0
"Italia, Tenno, Grotte Cascata del Varone",Blick entlang einer Stege in der Grotte Cascata del Varone,1907,,,Italy,Trentino-Alto Adige,Tenno,45.91937,10.8316,3,True,0
"Italia, Arco, Ortsgesamtansicht","Blick auf Arco, im Vordergrund das Castello di Arco, im Hintergrund der Lago di Garda",1907,,,Italy,Trentino-Alto Adige,Arco,45.9223221,10.8883004,4,False,1
"Italia, Arco, Ortsgesamtansicht","Blick auf Arco, im Hintergrund der Lago di Garda",1907,,,Italy,Trentino-Alto Adige,Arco,45.91772,10.88672,3,True,0
"Italia, Arco, Ortsteilansicht","Blick auf Arco, im Hintergrund der Monte Brione",1907,,,Italy,Trentino-Alto Adige,Arco,45.91772,10.88672,3,True,0
"Italia, Arco, Valle del Sarca, Landschaft","Blick auf das Valle del Sarca in der Nähe von Arco gegen den Gardasee, am linken Bildrand fährt eine Eisenbahn",1907,,,Italy,Trentino-Alto Adige,Arco,45.9687551,10.9220188,4,False,1
"Italia, Valle del Sarca, Landschaft",Blick auf das Valle del Sarca gegen den Gardasee,1907,,,Italy,,Valle del Sarca,45.9687551,10.9220188,4,False,1
"Italia, Lago di Garda, Landschaft",Flussmündung des Sarca in den Lago di Garda,1907,,,Italy,,Lago di Garda,45.66667,10.68333,5,False,0
"Italia, Valle del Sarca, Landschaft",Blick auf die Flussmündung des Sarca,1907,,,Italy,,Valle del Sarca,45.9687551,10.9220188,4,False,1
"Italia, Riva del Garda, Ortsteilansicht","Ansicht von Riva del Garda von einer Anhöhe aus, im Hintergrund der Lago di Garda und der Monte Baldo",1907,,,Italy,Trentino-Alto Adige,Riva del Garda,45.88577,10.84117,3,True,0
"Italia, Riva del Garda, Ortsteilansicht","Ansicht von Riva del Garda von einer Anhöhe aus, im Vordergrund der Lago di Garda",1907,,,Italy,Trentino-Alto Adige,Riva del Garda,45.88577,10.84117,3,True,0
"Italia, Riva del Garda, Ortsteilansicht",Hafen von Riva del Garda,1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.88577,10.84117,3,True,0
"Italia, Riva del Garda, Hotel Lido Palace","Blick auf das Hotel Lido Palace von einer Anhöhe aus, im Vordergrund der Lago di Garda",1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.883222,10.8465322,4,False,1
"Italia, Riva del Garda, Ortsteilansicht","Blick auf den Gardasee, im Vordergrund befindet sich eine kleine Parkanlage mit Sitzbänken, am Ufer ist ein Steg zu sehen",1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.88577,10.84117,3,True,0
"Italia, Riva del Garda, Strada Ponale",Strada Ponale bei Riva del Garda,1907,,,Italy,Trentino-Alto Adige,Riva del Garda,45.8741342,10.8374419,4,False,1
"Vierwaldstättersee, Panorama",Blick von der Axensteinstrasse über den Vierwaldstättersee auf den Urirotstock (Urirothstock),1906,,,Switzerland,,Vierwaldstättersee,46.9819,8.48,5,False,0
"Italia, Riva del Garda, Ponalestrasse","Blick einen Teilabschnitt der Ponalestrasse, im Hintergrund der Gardasee",1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.8774259,10.8386052,4,False,1
"Italia, Pieve di Ledro, Ortsgesamtansicht",Blick auf Pieve di Ledro gegen den Ledrosee,1907,,,Italy,Trentino-Alto Adige,Pieve di Ledro,45.88848,10.73124,3,True,0
"Italia, Riva del Garda, Cascata del Ponale",Blick auf den Wasserfall Cascata del Ponale,1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.86142,10.83153,5,False,0
"Italia, Nago-Torbole, Ortsteilansicht",Blick von einer Anhöhe über einen Teil von Torbole und den Lago di Garda,1906,,,Italy,,Torbloe,,,0,False,0
"Italia, Limone sul Garda, Ortsgesamtansicht",Blick auf Limone sul Garda und den Lago di Garda von einer Anhöhe aus,1906,,,Italy,,Lago di Garda,45.6624314,10.6861569,2,True,1
"Italia, Campione del Garda, Landschaft",Blick von einem Bug des Schiffes auf dem Gardasee gegen Campione del Garda und Montecastello,1906,,,Italy,Trentino-Alto Adige,Riva del Garda,45.88577,10.84117,3,True,0
"Italia, Maderno, Ortsgesamtansicht",Blick auf Maderno und den Lago di Garda,1906,,,Italy,Trentino-Alto Adige,Maderno,45.63333,10.58333,3,True,0
"Italia, Maderno, Landschaft",Blick auf den Lago di Garda und Maderno von einer Anhöhe aus,1906,,,Italy,Trentino-Alto Adige,Maderno,45.63333,10.58333,3,True,0
"Italia, Gaino, Chiesa di San Michele, Teilaussenansicht","Blick auf die Chiesa di San Michele in Gaino, auf der Treppe, die zur Kirche führt, befinden sich Frauen und Kinder",1906,,,Italy,Lombardia,Gaino,45.5983,13.7417,5,False,0
"Italia, Gaino, Chiesa di San Michele, Teilaussenansicht","Blick auf die Chiesa di San Michele in Gaino, im Hintergrund ist der Gardasee zu sehen",1906,,,Italy,Lombardia,Gaino,45.5983,13.7417,5,False,0
"Italia, Toscolano-Maderno, Maina, Landschaft",Blick auf das Papiermühlental,1906,,,Italy,Puglia,Fasano,40.83625,17.36007,3,True,0
"Italia, Fasano, Ortsteilansicht",Blick auf Fasano runter gegen den Gardasee,1906,,,Italy,Puglia,Fasano,40.83625,17.36007,3,True,0
"Italia, Gardone Riviera, Ortsteilansicht","Blick auf Gardone Riviera vom Ufer des Lago di Garda aus, im Zentrum ein Segelboot",1906,,,Italy,Lombardia,Gardone Riviera,45.62396,10.56682,3,True,0
"Italia, Gardone Riviera, Ortsteilansicht","Blick auf Gardone Riviera vom Ufer des Lago di Garda aus, im Vordergrund ein Segelboot",1906,,,Italy,Lombardia,Gardone Riviera,45.62396,10.56682,3,True,0
"Italia, Gardone Riviera, Ortsteilansicht","Blick von einer Anhöhe auf Gardone Riviera, im Vordergrund Baumwipfel",1907,,,Italy,Lombardia,Gardone Riviera,45.62396,10.56682,3,True,0
"Italia, Gardone Riviera, Ortsteilansicht","Blick von einer Anhöhe auf Gardone Riviera, im Vordergrund ein kleiner Weg",1907,,,Italy,Lombardia,Gardone Riviera,45.62396,10.56682,3,True,0
"Italia, Gardone Riviera, Ortsgesamtansicht",Blick von einer Anhöhe auf Gardone Riviera und den Lago di Garda,1907,,,Italy,Lombardia,Gardone Riviera,45.62396,10.56682,3,True,0
"Italia, Gardone Riviera, Chiesa di San Michele, Teilaussenan","Blick auf die Chiesa di San Michele, die sich oberhalb von Gardone Riviera auf einem Hügel befindet",1906,,,Italy,Lombardia,Gardone Riviera,45.5983,13.7417,5,False,0
"Italia, Gardone Riviera, Chiesa di San Michele, Teilaussenan","Chiesa di San Michele, davor eine Frau",1906,,,Italy,Lombardia,Gardone Riviera,45.5983,13.7417,5,False,0
"Italia, Gardone Riviera, Chiesa di San Michele, Teilaussenan",Chiesa di San Michele in Gardone Riviera,1907,,,Italy,Lombardia,Gardone Riviera,45.5983,13.7417,5,False,0
"Italia, Gardone Riviera, Val di Barbarano, Landschaft",Blick auf das Val di Barbarano bei Gardone Riviera,1907,,,Italy,Lombardia,Gardone Riviera,45.3807998,11.5817342,4,False,1
"Italia, Isola di Garda, Landschaft",Blick auf die Isola di Garda über den Gardasee hinweg,1907,,,Italy,,Isola di Garda,45.58333,10.58333,5,False,0
"Italia, Isola di Garda, Villa Borghese, Gesamtaussenansicht",Villa Borghese auf der Isola di Garda,1907,,,Italy,,Isola di Garda,41.91349,12.49317,5,False,0
"Italia, San Fermo, Landschaft","Blick auf San Fermo herunter, im Hintergrund ist die Isola di Garda zu sehen, auf dem Gardasee schwimmt ein Segelschiff",1907,,,Italy,Lombardia,San Fermo,45.80868,9.04744,3,True,0
"Italia, Isola di Garda, Landschaft","Blick auf die Isola di Garda, im Vordergrund ragt eine Landzunge in den Gardasee, vor der Insel fährt ein grosses und ein kleines Schiff auf dem See",1907,,,Italy,,Isola di Garda,45.58333,10.58333,5,False,0
"Italia, Salò, Ortsgesamtansicht",Salò und der Lago di Garda,1907,,,Italy,Lombardia,Salò,45.60685,10.5205,3,True,0
"Italia, Salò, Ortsteilansicht",Uferpromenade des Lago di Garda in Salò mit dem Hotel Vittoria,1907,,,Italy,Lombardia,Salò,45.4632952,9.2102036,4,False,1
"Italia, Salò, Ortsteilansicht",Blick auf Salò vom gegenüberliegenden Ufer über den Gardasee hinweg,1907,,,Italy,Lombardia,Salò,45.60685,10.5205,3,True,0
"Italia, Salò, Ortsteilansicht","Blick auf Salò vom gegenüberliegenden Ufer des Lago di Garda aus, im Vordergrund Zypressen am Wegrand",1907,,,Italy,Lombardia,Salò,45.60685,10.5205,3,True,0
"Italia, Garda, Ortsteilansicht","Blick auf die Bucht des Gardasees bei Garda runter, im Hintergrund erstreckt sich eine Hügellandschaft",1907,,,Italy,Veneto,Garda,45.57889,10.71763,3,True,0
"Italia, Garda, Ortsteilansicht","Blick auf den Hafen von Garda, im Vordergrund beladen Männer ein Segelschiff",1907,,,Italy,Veneto,Garda,45.57889,10.71763,3,True,0
"Porträt, Weibliche Person, Italia",Frau am Lago di Garda mit zwei Wassereimern an einem Tragjoch befestigt,1907,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Porträt, Weibliche Person, Italia",Frau am Lago di Garda mit zwei Wassereimern an einem Tragjoch befestigt,1907,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Porträt, Weibliche Person, Italia",Frau am Lago di Garda mit zwei Wassereimern an einem Tragjoch befestigt,1907,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Porträt, Weibliche Person, Italia",Frauen mit Wasserkübeln vor einem Tordurchgang,1907,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Porträt, Weibliche Person, Italia",Frau steht auf einem Waldweg,1907,,,Italy,,"Italien, [Lokalisierung unsicher]",,,0,False,0
"Italia, Lago di Garda, Landschaft",Weinreben und Zedern am Ufer des Lago di Garda,1921,,,Italy,,Lago di Garda,45.66667,10.68333,5,False,0
"Italia, Lago di Garda, Zitronenplantage",Blick auf den Lago di Garda inmitten einer Zitronenbaumplantage aus,1907,,,Italy,,Lago di Garda,45.66667,10.68333,5,False,0
"Italia, Lago di Garda, Zitronenplantage","Ansicht einer Treppe innerhalb der Zitronenplantage, auf deren seitlichen Mauernresten ein junger Mann sitzt, die Treppe wird links und rechts von Zitronenbäumen gesäumt",1907,,,Italy,,Lago di Garda,45.66667,10.68333,5,False,0
"Italia, Lago di Garda, Zitronenbaum",Ansicht einiger Äste eines Zitronenbaums mit Früchten,1907,,,Italy,,Lago di Garda,45.66667,10.68333,5,False,0
Landschaft [Lokalisierung unsicher],"Blick entlang eines Weges, der von Olivenbäumen gesäumt ist, ein Knabe sitzt am Wegrand",1907,,,,,[Lokalisierung unsicher],,,0,False,0
Landschaft [Lokalisierung unsicher],"Blick entlang eines Weges, der von Olivenbäumen gesäumt ist",1907,,,,,[Lokalisierung unsicher],,,0,False,0
"Italia, Lago di Garda, Agave","Gesamtansicht einer Agave, daneben steht ein Olivenbaum",1907,,,Italy,,Lago di Garda,45.66667,10.68333,5,False,0
"Italia, Limone sul Garda, Ortsteilansicht",Cypressenzucht in Limone sul Garda,1907,,,Italy,Lombardia,Limone sul Garda,45.8145,10.79278,3,True,0
"Italia, Lago di Garda, Ortsteilansicht",Blick entlang einer Strasse eines Dorfes am Gardasee,1907,,,Italy,,Lago di Garda,,,0,False,0
"Seelisberg, Panorama","Blick über eine Wiese auf den Vierwaldstättersee und die Berge, im Vordergrund ein mit Holzzäunen eingefasster Weg und eine Scheune",1906,,,Switzerland,Kanton Uri,Seelisberg,46.97302,8.58689,3,True,0
"Porträt, Gruppenbild, Italia, Lago di Garda",Zwei Männer und ein Knabe beim Pflügen mit einem Ochsengespann,1907,,,Italy,,Gardasee,45.66667,10.68333,5,False,0
"Caprino, Cantine di Caprino, Teilansicht","Blick auf die Anlegestelle Cantine di Caprino mit zwei Fischerbooten, im Hintergrund ist der Luganersee zu sehen",1907,,,Switzerland,Cantone Ticino,Caprino,45.9874989,8.9848056,4,False,1
"Deutschland, Friedrichshafen, Ortsteilansicht",Blick auf Friedrichshafen vom Bodensee aus,1907,,,Germany,Baden-Württemberg,Friedrichshafen,47.65689,9.47554,3,True,0
"Deutschland, Friedrichshafen, Ortsteilansicht",Blick auf das Schloss Friedrichshafen und die umliegenden Gebäude am Ufer des Sees vom Bodensee aus,1907,,,Germany,Baden-Württemberg,Friedrichshafen,47.6497834,9.4654882,4,False,1
"Deutschland, Friedrichshafen, Rathaus",Ansicht des Rathausplatzes von Friedrichshafen,1907,,,Germany,Baden-Württemberg,Friedrichshafen,47.6505466,9.4802808,4,False,1
"Deutschland, Friedrichshafen, Rathaus",Ansicht des Rathausplatzes von Friedrichshafen,1907,,,Germany,Baden-Württemberg,Friedrichshafen,47.6505466,9.4802808,4,False,1
"Laufen-Uhwiesen, Rheinfall, Teilansicht",de|Blick auf den Rheinfall vom Känzeli aus gesehen.,1907,,,Switzerland,,Laufen-Uhwiesen,47.67822,8.61526,5,False,0
"Harder, Panorama (Teil 2/3)","Panorama vom Harder aus , Teil 2 von 3. Blick auf Interlaken und die Jungfraugruppe",1910,,,Switzerland,Washington,Harder,46.65,-118.4833,5,False,0
"Solothurn, Rathaus, Teilaussenansicht","Solothurn, Rathaus, neubarocker Erweiterungsbau auf der Südseite des alten Rathauses, erb. 1903-1905 von Arch. Jan Colan, Ansicht von Osten",1910,,,Switzerland,Kanton Solothurn,Solothurn,47.2084619,7.5374773,4,False,1
"Deutschland, Konstanz, Ortsteilansicht",Blick auf Konstanz vom Münster aus,1907,,,Germany,Baden-Württemberg,Konstanz,47.66033,9.17582,3,True,0
"Neuchâtel, Ortsteilansicht",Blick auf Neuchâtel mit dem Neuenburgersee,1910,,,Switzerland,Canton de Neuchâtel,Neuchâtel,46.99179,6.931,3,True,0
"Zug, Zugerberg, Landschaft",Waldstrasse im Nebel am Zugerberg,1910,,,Switzerland,Kanton Zug,Zug,47.14254,8.54193,5,False,0
"Rigi Kulm, Panorama","Panorama von Rigi-Kulm, Blick auf die Glarner Alpen",1906,,,Switzerland,Kanton Zürich,Rigi,47.0552008,8.4837861,4,False,1
"Bodensee, Teilansicht und Gruppenbild","Eine Gruppe Mädchen am Ufer des Bodensees, Blick über den See",1906,,,,Lower Saxony,Bodensee,49.0669,8.3528,5,False,0
"Italia, Rapallo, Ortsteilansicht",Blick auf einige Häuser Rapallos vom Ufer aus gesehen,1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Rapallo, Ortsteilansicht","Blick auf einige Häuser Rapallos vom Ufer aus gesehen, im Vordergrund mehrere Boote am Ufer",1910,,,Italy,Liguria,Rapallo,44.3496,9.22796,3,True,0
"Italia, Rapallo, Castello",Ansicht des Castello di Rapallo mit Blick übers Meer auf Portofino,1910,,,Italy,Liguria,Rapallo,44.347838,9.2341252,4,False,1
"Italia, Portofino, Ortsteilansicht",Häuserreihe am Ufer von Portofino,1910,,,Italy,Liguria,Portofino,44.30349,9.20942,3,True,0
"Italia, Portofino, Castello di Paraggi",Castello di Paraggi in Portofino,1910,,,Italy,Liguria,Portofino,44.31667,9.21667,5,False,0
"Italia, Camogli, Abtei San Fruttuoso",Blick auf die Abtei von San Fruttuoso,1910,,,Italy,Liguria,Camogli,44.34945,9.15487,3,True,0
"Italia, Portofino, Ortsteilansicht","Häuserreihe am Ufer von Portofino, im Vordergrund ein Segelboot",1910,,,Italy,Liguria,Portofino,44.30349,9.20942,3,True,0
"Pilatus, Panorama",Panorama vom Pilatus gegen die Berner Alpen,1906,,,Switzerland,,Pilatus,46.9804,8.2572,5,False,0
"Italia, Camogli, Ortsteilansicht","Blick auf die Häuser von Camogli, im Vordergrund der Hafen",1910,,,Italy,Liguria,Camogli,44.34945,9.15487,3,True,0
"Italia, Camogli, Ortsteilansicht","Blick auf die Häuser von Camogli, im Vordergrund eine Pinie",1910,,,Italy,Liguria,Camogli,44.34945,9.15487,3,True,0
"Italia, Genova, Torre Gropallo, Gesamtaussenansicht",Blick auf den Torre Gropallo,1910,,,Italy,Liguria,Genova,44.380363,9.0423777,4,False,1
"Italia, Genova, Torre Gropallo, Gesamtaussenansicht",Blick auf den Torre Gropallo,1910,,,Italy,Liguria,Genova,44.380363,9.0423777,4,False,1
"Italia, Genua, Nervi, Ortsteilansicht",Blick von einer Anhöhe aus auf die Häuser von Nervi,1910,,,Italy,Liguria,Nervi,44.38333,9.03333,3,True,0
"Italia, Genova, Torre Gropallo, Gesamtaussenansicht",Blick auf den Torre Gropallo,1910,,,Italy,Liguria,Genova,44.380363,9.0423777,4,False,1
"Italia, Genova, Ortsteilansicht",Blick auf den Stadtteil Nervi von Genua mit dem Torre Gropallo,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht","Blick auf einen Teil von Genova von einer Anhöhe aus, im Hintergrund der Hafen und das Mittelmeer",1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Bahnhof Genova Piazza Principe","Blick auf den Bahnhof Genova Piazza Principe, auf dem Platz davor sind Pferdekutschen zu sehen",1910,,,Italy,Liguria,Genova,44.41705,8.92037,5,False,0
"Pilatus, Panorama","Panorama vom Pilatus gegen die Berner Alpen, Blick auf den Vierwaldstättersee, rechts das Buochserhorn, im Vordergrund der Bürgenstock",1906,,,Switzerland,,Vierwaldstättersee,46.9804,8.2572,5,False,0
"Italia, Genova, Ortsteilansicht",Zwei Dampschiffe im Hafen von Genova,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Ortsteilansicht",Ansicht eines Parks in Genova,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Piazza Caricamento",Piazza Caricamento in Genova,1910,,,Italy,Liguria,Genova,44.4097723,8.9287228,4,False,1
"Italia, Genova, Piazza Caricamento",Blick auf den Piazza Caricamento in Genova,1910,,,Italy,Liguria,Genova,44.4097723,8.9287228,4,False,1
"Italia, Genova, Basilica di Santa Maria Assunta",Stadtteil Carignano von Genova mit der Basilica di Santa Maria Assunta,1910,,,Italy,Liguria,Genova,44.3503298,9.1517941,4,False,1
"Italia, Genova, Piazza della Nunziata",Piazza della Nunziata in Genova,1910,,,Italy,Liguria,Genova,44.41363,8.92837,5,False,0
"Italia, Genova, Truogoli di Santa Brigida","Blick auf das Waschhaus Truogoli di Santa Brigida, zwischen den Häusern sind Wäscheleinen gespannt, an denen Wäsche zum Trocknen aufgehängt ist",1910,,,Italy,Liguria,Genova,44.4152826,8.9247164,4,False,1
"Vitznau, Ortsgesamtansicht","Blick auf Vitznau über den Vierwaldstättersee hinweg, im Hintergrund die Rigi",1906,,,Switzerland,Kanton Luzern,Vitznau,47.01014,8.4842,3,True,0
"Italia, Genova, Camposanto, Monumento Piaggio",Ansicht des Grabsteins von Erasmo Piaggio,1910,,,Italy,Liguria,Genova,44.7833,11.1333,5,False,0
"Italia, Genova, Camposanto, Monumento Dapassano",Ansicht eines Grabsteins zum Gedenken an zwei Schwestern,1910,,,Italy,Liguria,Genova,44.7833,11.1333,5,False,0
"Italia, Genova, Castello Raggio","Blick auf das Castello Raggio, das sich im Stadtteil Cornigliano von Genua befindet",1910,,,Italy,Liguria,Genova,44.4151334,8.8719964,4,False,1
"Italia, Genova, Ortsteilansicht",Blick auf den Stadtteil Pegli runter,1910,,,Italy,Liguria,Genova,44.40478,8.94439,3,True,0
"Italia, Genova, Garten der Villa Durazzo Pallavicini","Blick auf den Tempel der Jagdgöttin Diana, der sich im Garten der Villa Durazzo Pallavicini befindet, die im Stadtteil Pegli von Genua errichtet wurde",1910,,,Italy,Liguria,Genova,44.42589,8.81721,5,False,0
"Italia, Alassio, Ortsgesamtansicht",Blick auf Alassio von einer Anhöhe aus,1910,,,Italy,Liguria,Alassio,44.00393,8.16713,3,True,0
"Italia, Imperia, Ortsteilansicht",Blick auf den Ortsteil Porto Maurizio der Stadt Imperia,1910,,,Italy,Liguria,Imperia,43.88917,8.03933,3,True,0
"Italia, Ospedaletti, Ortsteilansicht",en|View of Ospedaletti c. 1910,1910,,,Italy,Liguria,Ospedaletti,43.80221,7.7183,3,True,0
"Italia, Bordighera, Ortsteilansicht",Blick auf die Küste von Bordighera gegen Ospedaletti,1910,,,Italy,Liguria,Ospedaletti,43.80221,7.7183,3,True,0
"Italia, Bordighera, Kirche des Sant'Ampelio",Blick auf die Küste von Bordighera mit der Kirche des Sant'Ampelio,1910,,,Italy,Liguria,Ospedaletti,43.776977,7.6714423,4,False,1
"Italia, Sanremo, Ortsteilansicht",Blick von einer Anhöhe über Sanremo und auf das Mittelmeer,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht","Blick von einer Anhöhe über Sanremo, im Vordergrund Olivenbäume",1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht",Uferpromenade von Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Ortsteilansicht","Hafenbecken von Sanremo, im Vordergrund Segelschiffe",1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Villa Zirio, Teilaussenansicht","Blick auf die Villa Zirio, die von Bäumen und Sträuchern verdeckt wird",1910,,,Italy,Liguria,Sanremo,43.8220719,7.7857048,4,False,1
"Italia, Sanremo, Via Montà",Via Montà in Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Italia, Sanremo, Via Palma",Via Palma in Sanremo,1910,,,Italy,Liguria,Sanremo,43.81725,7.7772,3,True,0
"Luzern, Hotel Seeburg, Gesamtaussenansicht","Blick von einer Anhöhe auf das Hotel Seeburg (früher: Polytechnic Chalet Seeburg) und den Vierwaldstättersee, im Hintergrund das Stanserhorn",1906,,,Switzerland,Kanton Luzern,Luzern,47.0476368,8.3429776,4,False,1
"Italia, Ceriana, Ortsgesamtansicht",Ansicht von Ceriana,1910,,,Italy,Liguria,Ceriana,43.88091,7.77476,3,True,0
"Italia, Ventimiglia, Fels Scoglio Alto",Ansicht des Felsbrockens Scoglio Alto,1910-03,,,Italy,Liguria,Ventimiglia,46.9240266,11.740445,4,False,1
