Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Periode,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km,Map
"Bremgarten (AG), Ortsteilansichten","Bremgarten AG. Stadtbild. Die Reuss mit dem Stadtteil beim Muriamtshof, Ansicht von Südosten",47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13367_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032984,"Bremgarten (AG), Ortsteilansichten","Bremgarten AG. Stadtbild. Die Reuss mit dem Stadtteil beim Muriamtshof, Ansicht von Südosten",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Ortsteilansicht",Bremgarten AG. Stadtbild. Blick vom Südufer der Reuss aus gegen Osten nach dem Stadtteil mit dem Muriamtshof und nach der gedeckten Holzbrücke,47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13368_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033018,"Bremgarten (AG), Ortsteilansicht",Bremgarten AG. Stadtbild. Blick vom Südufer der Reuss aus gegen Osten nach dem Stadtteil mit dem Muriamtshof und nach der gedeckten Holzbrücke,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Landschaft, Bauwerk, Vegetation. Motiv mit Baumsilhouette und dem Kessel- oder Hermannsturm der alten Stadtbefestigung; Teil der Stadtmauer",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13369_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033079,"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Landschaft, Bauwerk, Vegetation. Motiv mit Baumsilhouette und dem Kessel- oder Hermannsturm der alten Stadtbefestigung; Teil der Stadtmauer",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Hexenturm, Gesamtansicht","Bremgarten AG. Landschaft, Siedlung. Die Reuss mit dem Hexenturm der alten Stadtbefestigung mitsamt den östllich daran anschliessenden Häusern; Ansicht von Südosten",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13370_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033202,"Bremgarten (AG), Hexenturm, Gesamtansicht","Bremgarten AG. Landschaft, Siedlung. Die Reuss mit dem Hexenturm der alten Stadtbefestigung mitsamt den östllich daran anschliessenden Häusern; Ansicht von Südosten",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.3508744,8.3381245,4,False,1,79.79,https://www.openstreetmap.org/?mlat=47.3508744&mlon=8.3381245&zoom=14
"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Ehemalige Stadtbefestigung. Der Kessel- oder Hermansturm mit anschliessendem Teile der Stadtmauer, gesehen von Westen zwischen Baumsilhouetten hindurch",47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13371_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033248,"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Ehemalige Stadtbefestigung. Der Kessel- oder Hermansturm mit anschliessendem Teile der Stadtmauer, gesehen von Westen zwischen Baumsilhouetten hindurch",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Stadtbild. Teilansicht der Stadt mit dem Hexenturm und der Gruppe mit dem Muriamtshof, der Reuss von Westen",47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13372_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033330,"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Stadtbild. Teilansicht der Stadt mit dem Hexenturm und der Gruppe mit dem Muriamtshof, der Reuss von Westen",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.3508744,8.3381245,4,False,1,0.33,https://www.openstreetmap.org/?mlat=47.3508744&mlon=8.3381245&zoom=14
"Bremgarten (AG), Gebäude [Lokalisierung unsicher], Gesamtaussenansicht","Bremgarten AG. Landschaft, Einzelbau. Ebenes Gelände am Nordufer der Halbinsel innerhalb der Reussschleife; altes Stallgebäude mit Riegelwerkpartie und Walmdach, daneben turmartiges Haus mit drei Obergeschossen; Ansicht von Süden",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13373_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033391,"Bremgarten (AG), Gebäude, Gesamtaussenansicht","Bremgarten AG. Landschaft, Einzelbau. Ebenes Gelände am Nordufer der Halbinsel innerhalb der Reussschleife; altes Stallgebäude mit Riegelwerkpartie und Walmdach, daneben turmartiges Haus mit drei Obergeschossen; Ansicht von Süden",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,,,0,False,0,,
"Bremgarten (AG), Reuss, Landschaft","Bremgarten AG. Landschaft an und mit der Reuss nordwestlich dem Städtchen; Ufergelände am Nordrand der Halbinsel, mit altem Stallgebäude; Ansicht von Südosten",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13374_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033418,"Bremgarten (AG), Reuss, Landschaft","Bremgarten AG. Landschaft an und mit der Reuss nordwestlich dem Städtchen; Ufergelände am Nordrand der Halbinsel, mit altem Stallgebäude; Ansicht von Südosten",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Landschaft, Siedlung. Ebenes Wiesen- und Ackerfeld westlich des Städtchens mit Blick gegen Osten nach der Unterstadt: links die Pfarrkirche, rechts der Hexenturm",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13375_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033464,"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Landschaft, Siedlung. Ebenes Wiesen- und Ackerfeld westlich des Städtchens mit Blick gegen Osten nach der Unterstadt: links die Pfarrkirche, rechts der Hexenturm",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.3508744,8.3381245,4,False,1,79.79,https://www.openstreetmap.org/?mlat=47.3508744&mlon=8.3381245&zoom=14
"Bremgarten (AG), Ortsgesamtansicht","Bremgarten AG. Landschaft, Siedlung. Fernansicht des Städtchens von Westen über ein weites ebenes Wiesenfeld hinweg",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13376_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033530,"Bremgarten (AG), Ortsgesamtansicht","Bremgarten AG. Landschaft, Siedlung. Fernansicht des Städtchens von Westen über ein weites ebenes Wiesenfeld hinweg",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Landschaft",Bremgarten AG. Landschaft. Haldengelände nordöstlich von Bremgarten. Blick aus der Mutschellengegend hinunter auf das Reusstal nördlich von Bremgarten,46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13377_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033617,"Bremgarten (AG), Landschaft",Bremgarten AG. Landschaft. Haldengelände nordöstlich von Bremgarten. Blick aus der Mutschellengegend hinunter auf das Reusstal nördlich von Bremgarten,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Landschaft","Bremgarten AG. Landschaft, Mensch, Tier. Gelände mit Pferdefuhrwerk und Fuhrleuten mit der Reuss. Blick gegen Norden nach der Mutschellengegend",47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13378_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033650,"Bremgarten (AG), Landschaft","Bremgarten AG. Landschaft, Mensch, Tier. Gelände mit Pferdefuhrwerk und Fuhrleuten mit der Reuss. Blick gegen Norden nach der Mutschellengegend",1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Landschaft, Siedlung. Fern-/Teilansicht des Städtchens, über ein Wiesen- und Ackerfeld hinweg, von Westen",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13379_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033668,"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Landschaft, Siedlung. Fern-/Teilansicht des Städtchens, über ein Wiesen- und Ackerfeld hinweg, von Westen",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Landschaft",Bremgarten AG. Landschaft. Die Reuss in der nächsten Umgebung von Bremgarten. Blick von einem Flachufer aus über den Fluss hinweg gegen das jenseitige bewaldete Steilufer; mitten aus dem Wasser empor ragt ein vielstämmiger Baum,46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13380_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033736,"Bremgarten (AG), Landschaft",Bremgarten AG. Landschaft. Die Reuss in der nächsten Umgebung von Bremgarten. Blick von einem Flachufer aus über den Fluss hinweg gegen das jenseitige bewaldete Steilufer; mitten aus dem Wasser empor ragt ein vielstämmiger Baum,1890-1936,Rudolf Zingg,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Ortsteilansicht","[Karteikarte Zinggele]: Bremgarten AG. Landschaft, Stadtbild. Teilansicht der Oberstadt mit dem Fluss: die Gebäudegruppe bei und mit dem Muriamtshof und der östlich daran anschliessenden Häusergruppe mit der Reuss, von Süden gesehen; Winterbild",47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13381_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033777,"Bremgarten (AG), Ortsteilansicht","[Karteikarte Zinggele]: Bremgarten AG. Landschaft, Stadtbild. Teilansicht der Oberstadt mit dem Fluss: die Gebäudegruppe bei und mit dem Muriamtshof und der östlich daran anschliessenden Häusergruppe mit der Reuss, von Süden gesehen; Winterbild",1890-1936,,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Reuss, Landschaft","Bremgarten AG. Landschaft mit und an der Reuss bei Bremgarten. Kesselturm, eine Fabrik und das innere Ufer am nordöstlichen Teil der Reussschleife, gesehen von Osten; Winterbild",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13382_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033819,"Bremgarten (AG), Reuss, Landschaft","Bremgarten AG. Landschaft mit und an der Reuss bei Bremgarten. Kesselturm, eine Fabrik und das innere Ufer am nordöstlichen Teil der Reussschleife, gesehen von Osten; Winterbild",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.49047,8.2379,5,False,0,83.15,https://www.openstreetmap.org/?mlat=47.49047&mlon=8.2379&zoom=14
"Bremgarten (AG), Reuss, Landschaft",Bremgarten AG. Landschaft mit der Reuss bei Bremgarten; Winterbild,46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13383_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033848,"Bremgarten (AG), Reuss, Landschaft",Bremgarten AG. Landschaft mit der Reuss bei Bremgarten; Winterbild,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.49047,8.2379,5,False,0,83.15,https://www.openstreetmap.org/?mlat=47.49047&mlon=8.2379&zoom=14
"Bremgarten (AG), Schulhaus, Gesamtaussenansicht",Stadtbild. Blick aus einem Rundbogentor beim Spittelturm nach Südosten gegen das Schulhaus,47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13384_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163033953,"Bremgarten (AG), Schulhaus, Gesamtaussenansicht",Stadtbild. Blick aus einem Rundbogentor beim Spittelturm nach Südosten gegen das Schulhaus,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.3306346,8.3417386,4,False,1,2.32,https://www.openstreetmap.org/?mlat=47.3306346&mlon=8.3417386&zoom=14
"Bremgarten (AG), Spittelturm, Teilaussenansicht",Bremgarten AG. Stadtbild. Die Anlagen mit Laub- und Nadelbäumen zwischen dem Schulhaus und der Reuss; Spazierweg mit Durchblick gegen den Spittelturm; Winterbild,47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13385_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034020,"Bremgarten (AG), Spittelturm, Teilaussenansicht",Bremgarten AG. Stadtbild. Die Anlagen mit Laub- und Nadelbäumen zwischen dem Schulhaus und der Reuss; Spazierweg mit Durchblick gegen den Spittelturm; Winterbild,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.350647,8.3431801,4,False,1,0.11,https://www.openstreetmap.org/?mlat=47.350647&mlon=8.3431801&zoom=14
"Bremgarten (AG), Ortsteilansicht",Bremgarten AG. Stadtbild. Die Anlagen mit Laub- und Nadelbäumen zwischen dem Schulhaus und der Reuss (zu Bild Nr. 13385); Ortsteilansicht mit Spittelturm,47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13386_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034059,"Bremgarten (AG), Ortsteilansicht",Bremgarten AG. Stadtbild. Die Anlagen mit Laub- und Nadelbäumen zwischen dem Schulhaus und der Reuss (zu Bild Nr. 13385); Ortsteilansicht mit Spittelturm,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Stadtbild. Parkanlagen beim Schulhaus. Laub- und Nadelbäume, gesehen aus dem Parkinnern. Vorfrühling",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13387_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034106,"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Stadtbild. Parkanlagen beim Schulhaus. Laub- und Nadelbäume, gesehen aus dem Parkinnern. Vorfrühling",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Stadtbild. Partie mit Riegelhaus, Eisenbahnbrücke am Nordufer des südlichen Schleifenteils der Reuss; Blick westwärts nach dem Turm des Muriamtshofs",47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13388_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034194,"Bremgarten (AG), Ortsteilansicht","Bremgarten AG. Stadtbild. Partie mit Riegelhaus, Eisenbahnbrücke am Nordufer des südlichen Schleifenteils der Reuss; Blick westwärts nach dem Turm des Muriamtshofs",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Kirchhofplatz, Ortsteilansicht",Bremgarten AG. Stadtbild. Der Kirchhofplatz mit der Muttergotteskapelle und dem Organistenhaus,47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13389_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034259,"Bremgarten (AG), Kirchhofplatz, Ortsteilansicht",Bremgarten AG. Stadtbild. Der Kirchhofplatz mit der Muttergotteskapelle und dem Organistenhaus,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Sternengasse, Ortsteilansicht",Bremgarten AG. Stadtbild. Die Hauptstrasse in dem von der Gedeckten Holzbrücke aus ansteigenden Teile mit Blick ins Stadtinnere; Sternengasse in Bremgarten mit Hotel Sonne,47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13390_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034315,"Bremgarten (AG), Sternengasse, Ortsteilansicht",Bremgarten AG. Stadtbild. Die Hauptstrasse in dem von der Gedeckten Holzbrücke aus ansteigenden Teile mit Blick ins Stadtinnere; Sternengasse in Bremgarten mit Hotel Sonne,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.3515446,8.3418784,4,False,1,0.04,https://www.openstreetmap.org/?mlat=47.3515446&mlon=8.3418784&zoom=14
"Bremgarten (AG), Kirchhofplatz, Ortsteilansicht",Bremgarten AG. Stadtbild. Teilansicht der Unterstadt vom Kirchhofplatz aus; Blick von Nordwesten gegen die Giebelfassade der Tauf-/St. Annakapelle und das Organistenhaus; dahinter dichtgedrängte alte Bürgerhäuser,47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13391_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034360,"Bremgarten (AG), Kirchhofplatz, Ortsteilansicht",Bremgarten AG. Stadtbild. Teilansicht der Unterstadt vom Kirchhofplatz aus; Blick von Nordwesten gegen die Giebelfassade der Tauf-/St. Annakapelle und das Organistenhaus; dahinter dichtgedrängte alte Bürgerhäuser,1920,,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Grabsteine [Lokalisierung unsicher]","Bremgarten AG. Kirchviertel. Stilleben mit fünf in Reih' und Glied dastehenden Grabtafeln für Mitglieder der Familie Weissenbach, vor einer Kirchen- oder Kapellenwand",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13392_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034395,"Bremgarten (AG), Grabsteine","Bremgarten AG. Kirchviertel. Stilleben mit fünf in Reih' und Glied dastehenden Grabtafeln für Mitglieder der Familie Weissenbach, vor einer Kirchen- oder Kapellenwand",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,,,0,False,0,,
"Bremgarten (AG), Unterstadt, Ortsteilansicht",Bremgarten AG. Stadtbild. Die Unterstadt: Blick vom St. Clara Kloster aus in südöstlicher Richtung durch eine Gasse gegen Häusergruppen der Unter- und der Oberstadt,46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13393_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034450,"Bremgarten (AG), Unterstadt, Ortsteilansicht",Bremgarten AG. Stadtbild. Die Unterstadt: Blick vom St. Clara Kloster aus in südöstlicher Richtung durch eine Gasse gegen Häusergruppen der Unter- und der Oberstadt,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Unterstadt, Ortsteilansicht",Bremgarten AG. Stadtbild. Eine Gasse in der Unterstadt mit ihren Häuserreihen,46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13394_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034513,"Bremgarten (AG), Unterstadt, Ortsteilansicht",Bremgarten AG. Stadtbild. Eine Gasse in der Unterstadt mit ihren Häuserreihen,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Kirchplatz, Ortsteilansicht",Bremgarten AG. Stadtbild. Der Kirchhofplatz in der Unterstadt. Blick vom Chor der Pfarrkirche aus südwärts gegen die Taufkapelle; eine Schar Kinder,47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13395_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163050811,"Bremgarten (AG), Kirchplatz, Ortsteilansicht",Bremgarten AG. Stadtbild. Der Kirchhofplatz in der Unterstadt. Blick vom Chor der Pfarrkirche aus südwärts gegen die Taufkapelle; eine Schar Kinder,1910,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Kirchhofplatz mit Muttergotteskapelle, Ortsteilansicht","Bremgarten AG. Stadtbild Unterstadt: die Muttergotteskapelle mit den beiden Vordächern vor dem Organistenhaus, Ansicht von Westen",47.3514557,8.3423906,Nein,Bremgarten AG,lcmt-nabi-pctmp_ead_zing_13396_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163034564,"Bremgarten (AG), Kirchhofplatz mit Muttergotteskapelle","Bremgarten AG. Stadtbild Unterstadt: die Muttergotteskapelle mit den beiden Vordächern vor dem Organistenhaus, Ansicht von Westen",1910,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,0.04,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
